Purpose,Period,PA,TAZID,All,Auto,Bike,Moto,NonM,Walk,tTrn
NHB,Pk,P,   1879.00,    661.63,    629.16,      3.86,    629.42,     32.21,     28.35,      0.26
NHB,Pk,A,   1879.00,    668.35,    636.16,      3.83,    636.29,     32.06,     28.24,      0.13
HBC,Pk,P,   1879.00,     12.00,      8.95,      0.02,     11.98,      0.02,         0,      3.02
HBC,Pk,A,   1879.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,   1879.00,     46.34,     25.29,      0.03,     25.29,     21.05,      0.21,         0
HBSch,Pk,A,   1879.00,     12.67,      9.59,      0.00,      9.59,      3.08,      0.03,         0
All,Pk,P,   1880.00,   3152.95,   2917.64,     24.59,   2926.83,    226.12,    174.95,      9.18
All,Pk,A,   1880.00,   4837.04,   4536.90,     42.70,   4539.40,    297.63,    254.93,      2.51
HBW,Pk,P,   1880.00,    430.27,    407.74,      5.54,    412.15,     18.12,     12.58,      4.41
HBW,Pk,A,   1880.00,    771.74,    744.78,     10.01,    745.93,     25.80,     15.80,      1.16
HBO,Pk,P,   1880.00,    890.97,    810.62,      8.67,    811.72,     79.25,     70.58,      1.10
HBO,Pk,A,   1880.00,   2298.32,   2127.35,     22.53,   2128.48,    169.84,    147.31,      1.14
NHB,Pk,P,   1880.00,   1750.79,   1648.63,     10.29,   1649.19,    101.60,     91.32,      0.55
NHB,Pk,A,   1880.00,   1766.98,   1664.77,     10.17,   1664.99,    101.99,     91.82,      0.21
HBC,Pk,P,   1880.00,     18.00,     14.61,      0.07,     17.73,      0.27,      0.20,      3.12
HBC,Pk,A,   1880.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,   1880.00,     62.92,     36.04,      0.03,     36.04,     26.87,      0.27,         0
HBSch,Pk,A,   1880.00,         0,         0,         0,         0,         0,         0,         0
All,Pk,P,   1881.00,   1480.56,   1376.92,     13.44,   1383.65,     96.92,     69.15,      6.72
All,Pk,A,   1881.00,   1525.71,   1437.16,     14.24,   1438.00,     87.70,     73.46,      0.85
HBW,Pk,P,   1881.00,    344.80,    329.58,      4.28,    333.33,     11.47,      7.19,      3.75
HBW,Pk,A,   1881.00,    376.73,    363.39,      4.89,    363.88,     12.85,      7.96,      0.49
HBO,Pk,P,   1881.00,    713.73,    657.71,      7.08,    658.65,     55.08,     48.01,      0.93
HBO,Pk,A,   1881.00,    773.64,    714.38,      7.30,    714.69,     58.95,     51.65,      0.31
NHB,Pk,P,   1881.00,    372.41,    356.42,      2.07,    356.54,     15.87,     13.80,      0.11
NHB,Pk,A,   1881.00,    375.34,    359.39,      2.05,    359.43,     15.90,     13.86,      0.04
HBC,Pk,P,   1881.00,     14.00,     12.07,         0,     14.00,         0,         0,      1.93
HBC,Pk,A,   1881.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,   1881.00,     35.62,     21.13,      0.02,     21.13,     14.49,      0.14,         0
HBSch,Pk,A,   1881.00,         0,         0,         0,         0,         0,         0,         0
All,Pk,P,   1882.00,   1648.49,   1513.55,     12.71,   1550.30,     98.18,     57.56,     36.76
All,Pk,A,   1882.00,    593.03,    551.59,      4.80,    551.97,     41.06,     36.25,      0.38
HBW,Pk,P,   1882.00,    447.79,    434.39,      3.96,    441.46,      6.33,      2.38,      7.07
HBW,Pk,A,   1882.00,      3.99,      3.99,         0,      3.99,         0,         0,      0.00
HBO,Pk,P,   1882.00,    914.42,    853.29,      8.15,    854.92,     59.50,     51.35,      1.63
HBO,Pk,A,   1882.00,    477.68,    440.33,      4.24,    440.68,     37.01,     32.77,      0.35
NHB,Pk,P,   1882.00,    110.92,    106.74,      0.57,    106.80,      4.12,      3.55,      0.06
NHB,Pk,A,   1882.00,    111.35,    107.27,      0.57,    107.30,      4.05,      3.48,      0.03
HBC,Pk,P,   1882.00,    114.00,     86.00,         0,    114.00,         0,         0,     28.00
HBC,Pk,A,   1882.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,   1882.00,     61.35,     33.12,      0.04,     33.12,     28.23,      0.28,         0
HBSch,Pk,A,   1882.00,         0,         0,         0,         0,         0,         0,         0
All,Pk,P,   1883.00,   5855.24,   5451.87,     42.76,   5479.95,    375.28,    244.88,     28.08
All,Pk,A,   1883.00,   3750.70,   3355.83,     30.12,   3356.88,    393.82,    242.79,      1.05
HBW,Pk,P,   1883.00,   1559.21,   1517.66,     12.35,   1529.40,     29.81,     17.46,     11.74
HBW,Pk,A,   1883.00,    474.35,    450.11,      6.34,    450.55,     23.79,     17.45,      0.45
HBO,Pk,P,   1883.00,   3104.41,   2880.19,     25.96,   2882.84,    221.57,    195.61,      2.65
HBO,Pk,A,   1883.00,   2184.70,   1971.45,     19.29,   1971.96,    212.73,    193.44,      0.52
NHB,Pk,P,   1883.00,    887.82,    852.29,      4.34,    852.55,     35.27,     30.93,      0.25
NHB,Pk,A,   1883.00,    893.20,    858.11,      4.33,    858.20,     35.01,     30.68,      0.09
HBC,Pk,P,   1883.00,     76.00,     62.56,         0,     76.00,         0,         0,     13.44
HBC,Pk,A,   1883.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,   1883.00,    227.80,    139.17,      0.11,    139.17,     88.64,      0.89,         0
HBSch,Pk,A,   1883.00,    198.45,     76.16,      0.16,     76.16,    122.29,      1.22,         0
All,Pk,P,   1884.00,   1440.32,   1371.36,      9.55,   1374.69,     65.63,     35.54,      3.33
All,Pk,A,   1884.00,    954.43,    850.61,      4.79,    850.61,    103.82,     33.38,         0
HBW,Pk,P,   1884.00,    413.60,    407.30,      2.68,    409.45,      4.15,      1.47,      2.14
HBW,Pk,A,   1884.00,     49.54,     47.79,      0.49,     47.79,      1.75,      1.25,         0
HBO,Pk,P,   1884.00,    835.52,    796.90,      6.35,    797.34,     38.18,     31.83,      0.44
HBO,Pk,A,   1884.00,    449.49,    416.38,      3.70,    416.38,     33.11,     29.40,         0
NHB,Pk,P,   1884.00,    123.65,    121.11,      0.49,    121.13,      2.52,      2.03,      0.02
NHB,Pk,A,   1884.00,    124.41,    121.85,      0.49,    121.85,      2.55,      2.06,         0
HBC,Pk,P,   1884.00,      9.00,      8.28,         0,      9.00,         0,         0,      0.72
HBC,Pk,A,   1884.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,   1884.00,     58.55,     37.78,      0.04,     37.78,     20.78,      0.21,         0
HBSch,Pk,A,   1884.00,    331.00,    264.59,      0.10,    264.59,     66.41,      0.66,         0
All,Pk,P,   1885.00,   1969.99,   1816.69,     20.64,   1829.65,    140.34,    113.82,     12.95
All,Pk,A,   1885.00,   2099.06,   1995.46,     19.02,   1996.99,    102.07,     83.05,      1.52
HBW,Pk,P,   1885.00,    510.22,    478.87,      8.07,    485.71,     24.51,     16.44,      6.83
HBW,Pk,A,   1885.00,    486.34,    470.11,      6.11,    470.84,     15.49,      9.39,      0.74
HBO,Pk,P,   1885.00,    995.76,    898.46,     10.15,    900.01,     95.75,     85.60,      1.54
HBO,Pk,A,   1885.00,   1206.59,   1133.53,     10.58,   1134.27,     72.32,     61.74,      0.73
NHB,Pk,P,   1885.00,    402.71,    388.41,      2.36,    388.63,     14.09,     11.72,      0.21
NHB,Pk,A,   1885.00,    406.14,    391.83,      2.34,    391.88,     14.26,     11.92,      0.05
HBC,Pk,P,   1885.00,     22.00,     17.59,      0.04,     21.96,      0.04,         0,      4.37
HBC,Pk,A,   1885.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,   1885.00,     39.30,     33.35,      0.01,     33.35,      5.95,      0.06,         0
HBSch,Pk,A,   1885.00,         0,         0,         0,         0,         0,         0,         0
All,Pk,P,   1886.00,    380.28,    362.54,      2.18,    362.94,     17.35,     15.16,      0.39
All,Pk,A,   1886.00,   3312.57,   3177.99,     29.86,   3205.17,    107.40,     77.54,     27.18
HBW,Pk,P,   1886.00,         0,         0,         0,         0,         0,         0,         0
HBW,Pk,A,   1886.00,   1301.32,   1268.36,     12.89,   1279.41,     21.91,      9.02,     11.05
HBO,Pk,P,   1886.00,         0,         0,         0,         0,         0,         0,         0
HBO,Pk,A,   1886.00,   1416.06,   1351.90,     12.10,   1355.91,     60.16,     48.06,      4.00
NHB,Pk,P,   1886.00,    380.28,    362.54,      2.18,    362.94,     17.35,     15.16,      0.39
NHB,Pk,A,   1886.00,    385.19,    367.78,      2.18,    368.08,     17.11,     14.93,      0.29
HBC,Pk,P,   1886.00,         0,         0,         0,         0,         0,         0,         0
HBC,Pk,A,   1886.00,    210.00,    189.94,      2.69,    201.78,      8.22,      5.53,     11.84
HBSch,Pk,P,   1886.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,A,   1886.00,         0,         0,         0,         0,         0,         0,         0
All,Pk,P,   1887.00,   1025.14,    926.64,      8.75,    942.15,     82.99,     68.94,     15.51
All,Pk,A,   1887.00,   2791.05,   2661.97,     25.14,   2680.23,    110.82,     85.68,     18.26
HBW,Pk,P,   1887.00,    177.58,    158.03,      2.59,    163.79,     13.79,     11.20,      5.76
HBW,Pk,A,   1887.00,   1156.67,   1116.32,     12.22,   1129.63,     27.04,     14.82,     13.32
HBO,Pk,P,   1887.00,    352.98,    309.39,      3.48,    311.14,     41.84,     38.35,      1.75
HBO,Pk,A,   1887.00,   1164.80,   1098.69,     10.25,   1103.13,     61.67,     51.42,      4.44
NHB,Pk,P,   1887.00,    463.93,    441.30,      2.67,    441.93,     22.00,     19.33,      0.64
NHB,Pk,A,   1887.00,    469.58,    446.96,      2.67,    447.47,     22.11,     19.44,      0.51
HBC,Pk,P,   1887.00,     13.00,      5.63,         0,     13.00,         0,         0,      7.37
HBC,Pk,A,   1887.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,   1887.00,     17.66,     12.29,      0.01,     12.29,      5.37,      0.05,         0
HBSch,Pk,A,   1887.00,         0,         0,         0,         0,         0,         0,         0
All,Pk,P,   1888.00,    378.60,    359.72,      2.21,    360.51,     18.09,     15.80,      0.79
All,Pk,A,   1888.00,   2778.80,   2540.10,     18.48,   2553.26,    225.55,     69.55,     13.15
HBW,Pk,P,   1888.00,      1.98,      1.79,      0.03,      1.82,      0.16,      0.13,      0.03
HBW,Pk,A,   1888.00,    719.33,    696.81,      7.32,    705.31,     14.02,      6.70,      8.50
HBO,Pk,P,   1888.00,      8.81,      8.09,      0.04,      8.22,      0.59,      0.55,      0.12
HBO,Pk,A,   1888.00,   1000.43,    941.04,      8.80,    945.22,     55.21,     46.40,      4.19
NHB,Pk,P,   1888.00,    367.60,    349.71,      2.13,    350.34,     17.26,     15.13,      0.63
NHB,Pk,A,   1888.00,    372.42,    354.76,      2.14,    355.23,     17.19,     15.06,      0.46
HBC,Pk,P,   1888.00,         0,         0,         0,         0,         0,         0,         0
HBC,Pk,A,   1888.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,   1888.00,      0.21,      0.13,      0.00,      0.13,      0.08,      0.00,         0
HBSch,Pk,A,   1888.00,    686.62,    547.49,      0.22,    547.49,    139.13,      1.39,         0
All,Pk,P,   1889.00,    839.06,    748.85,      8.93,    765.25,     73.81,     52.95,     16.40
All,Pk,A,   1889.00,    334.67,    313.28,      2.76,    314.48,     20.19,     17.43,      1.20
HBW,Pk,P,   1889.00,    229.74,    209.77,      3.22,    221.47,      8.27,      5.05,     11.71
HBW,Pk,A,   1889.00,      2.13,      2.12,         0,      2.13,         0,         0,      0.01
HBO,Pk,P,   1889.00,    511.13,    456.46,      5.32,    460.25,     50.88,     45.55,      3.79
HBO,Pk,A,   1889.00,    270.95,    252.28,      2.39,    253.40,     17.55,     15.16,      1.11
NHB,Pk,P,   1889.00,     61.30,     58.59,      0.37,     58.70,      2.60,      2.23,      0.11
NHB,Pk,A,   1889.00,     61.59,     58.88,      0.36,     58.96,      2.64,      2.27,      0.07
HBC,Pk,P,   1889.00,      2.00,      1.21,         0,      2.00,         0,         0,      0.79
HBC,Pk,A,   1889.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,   1889.00,     34.89,     22.82,      0.02,     22.82,     12.07,      0.12,         0
HBSch,Pk,A,   1889.00,         0,         0,         0,         0,         0,         0,         0
All,Pk,P,   1890.00,   2040.88,   1870.70,     19.10,   1891.40,    149.48,    106.64,     20.69
All,Pk,A,   1890.00,   2155.40,   2032.89,     19.18,   2036.88,    118.52,     99.34,      4.00
HBW,Pk,P,   1890.00,    463.59,    434.56,      6.16,    446.28,     17.31,     11.15,     11.72
HBW,Pk,A,   1890.00,    469.33,    452.20,      5.57,    454.14,     15.18,      9.61,      1.94
HBO,Pk,P,   1890.00,    966.15,    876.90,      9.75,    880.09,     86.07,     76.32,      3.18
HBO,Pk,A,   1890.00,   1152.47,   1070.10,     10.50,   1071.89,     80.58,     70.08,      1.79
NHB,Pk,P,   1890.00,    528.39,    505.78,      3.16,    506.31,     22.09,     18.93,      0.52
NHB,Pk,A,   1890.00,    533.61,    510.58,      3.11,    510.85,     22.76,     19.65,      0.26
HBC,Pk,P,   1890.00,     20.00,     14.73,         0,     20.00,         0,         0,      5.27
HBC,Pk,A,   1890.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,   1890.00,     62.74,     38.72,      0.04,     38.72,     24.02,      0.24,         0
HBSch,Pk,A,   1890.00,         0,         0,         0,         0,         0,         0,         0
All,Pk,P,   1891.00,   1799.70,   1669.49,     15.33,   1678.43,    121.28,     85.13,      8.94
All,Pk,A,   1891.00,   3146.79,   2948.40,     26.62,   2951.02,    195.77,    119.90,      2.62
HBW,Pk,P,   1891.00,    326.86,    308.50,      4.29,    312.57,     14.29,     10.01,      4.07
HBW,Pk,A,   1891.00,    827.76,    802.12,      9.70,    803.73,     24.03,     14.34,      1.61
HBO,Pk,P,   1891.00,    673.05,    617.90,      6.71,    618.92,     54.13,     47.41,      1.02
HBO,Pk,A,   1891.00,   1357.47,   1266.67,     12.59,   1267.55,     89.92,     77.33,      0.88
NHB,Pk,P,   1891.00,    736.63,    704.48,      4.31,    704.82,     31.81,     27.50,      0.34
NHB,Pk,A,   1891.00,    743.62,    711.49,      4.25,    711.62,     31.99,     27.74,      0.13
HBC,Pk,P,   1891.00,     18.00,     14.50,         0,     18.00,         0,         0,      3.50
HBC,Pk,A,   1891.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,   1891.00,     45.16,     24.12,      0.03,     24.12,     21.05,      0.21,         0
HBSch,Pk,A,   1891.00,    217.94,    168.12,      0.08,    168.12,     49.83,      0.50,         0
All,Pk,P,   1892.00,   1409.38,   1297.68,     12.99,   1303.61,    105.77,     71.15,      5.93
All,Pk,A,   1892.00,   2350.23,   2163.02,     21.84,   2165.55,    184.68,     78.35,      2.52
HBW,Pk,P,   1892.00,    323.92,    303.35,      4.25,    306.96,     16.96,     12.71,      3.61
HBW,Pk,A,   1892.00,   1032.88,    999.73,     12.32,   1001.65,     31.23,     18.92,      1.92
HBO,Pk,P,   1892.00,    687.20,    633.30,      6.78,    634.42,     52.78,     46.00,      1.12
HBO,Pk,A,   1892.00,    810.33,    756.14,      7.49,    756.69,     53.64,     46.15,      0.54
NHB,Pk,P,   1892.00,    348.00,    333.70,      1.93,    333.84,     14.16,     12.23,      0.14
NHB,Pk,A,   1892.00,    351.71,    337.30,      1.92,    337.36,     14.35,     12.43,      0.06
HBC,Pk,P,   1892.00,      5.00,      3.94,         0,      5.00,         0,         0,      1.06
HBC,Pk,A,   1892.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,   1892.00,     45.26,     23.39,      0.03,     23.39,     21.88,      0.22,         0
HBSch,Pk,A,   1892.00,    155.31,     69.85,      0.12,     69.85,     85.46,      0.85,         0
All,Pk,P,   1893.00,   1302.70,   1206.39,     10.73,   1214.00,     88.70,     59.42,      7.60
All,Pk,A,   1893.00,   2051.30,   1817.86,     16.11,   1819.25,    232.05,     71.91,      1.39
HBW,Pk,P,   1893.00,    277.73,    264.18,      3.13,    266.92,     10.81,      7.68,      2.75
HBW,Pk,A,   1893.00,    600.18,    580.66,      7.23,    581.61,     18.56,     11.33,      0.96
HBO,Pk,P,   1893.00,    583.12,    539.26,      5.53,    540.03,     43.09,     37.55,      0.77
HBO,Pk,A,   1893.00,    719.08,    666.91,      6.64,    667.29,     51.78,     45.14,      0.38
NHB,Pk,P,   1893.00,    381.66,    365.47,      2.04,    365.62,     16.04,     14.00,      0.14
NHB,Pk,A,   1893.00,    385.76,    369.68,      2.04,    369.73,     16.02,     13.98,      0.06
HBC,Pk,P,   1893.00,     23.00,     19.06,         0,     23.00,         0,         0,      3.94
HBC,Pk,A,   1893.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,   1893.00,     37.19,     18.43,      0.02,     18.43,     18.76,      0.19,         0
HBSch,Pk,A,   1893.00,    346.29,    200.61,      0.20,    200.61,    145.68,      1.45,         0
All,Pk,P,   1894.00,   2557.94,   2367.62,     17.61,   2409.25,    148.69,    106.19,     41.63
All,Pk,A,   1894.00,   2829.53,   2625.23,     22.34,   2627.45,    202.08,    152.23,      2.22
HBW,Pk,P,   1894.00,    452.58,    434.00,      4.26,    439.80,     12.79,      8.53,      5.80
HBW,Pk,A,   1894.00,    428.73,    412.14,      5.05,    413.29,     15.44,     10.39,      1.15
HBO,Pk,P,   1894.00,    919.26,    855.43,      8.12,    856.98,     62.28,     54.16,      1.55
HBO,Pk,A,   1894.00,   1321.92,   1210.72,     12.05,   1211.54,    110.38,     98.32,      0.82
NHB,Pk,P,   1894.00,   1020.26,    971.32,      5.20,    971.80,     48.45,     43.25,      0.48
NHB,Pk,A,   1894.00,   1027.05,    978.35,      5.20,    978.61,     48.44,     43.24,      0.26
HBC,Pk,P,   1894.00,    105.00,     71.20,         0,    105.00,         0,         0,     33.80
HBC,Pk,A,   1894.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,   1894.00,     60.84,     35.67,      0.03,     35.67,     25.16,      0.25,         0
HBSch,Pk,A,   1894.00,     51.84,     24.01,      0.04,     24.01,     27.83,      0.28,         0
All,Pk,P,   1895.00,   2167.20,   1994.25,     15.25,   2018.66,    148.54,     88.72,     24.40
All,Pk,A,   1895.00,   1403.30,   1298.37,     11.81,   1299.40,    103.90,     92.09,      1.03
HBW,Pk,P,   1895.00,    576.71,    559.72,      4.24,    566.54,     10.18,      5.94,      6.82
HBW,Pk,A,   1895.00,    221.19,    211.60,      2.59,    212.11,      9.08,      6.49,      0.50
HBO,Pk,P,   1895.00,   1159.76,   1076.19,      9.60,   1077.75,     82.01,     72.41,      1.56
HBO,Pk,A,   1895.00,    897.61,    813.45,      7.85,    813.92,     83.69,     75.84,      0.46
NHB,Pk,P,   1895.00,    282.62,    271.21,      1.36,    271.35,     11.28,      9.92,      0.14
NHB,Pk,A,   1895.00,    284.50,    273.31,      1.36,    273.37,     11.12,      9.76,      0.07
HBC,Pk,P,   1895.00,     57.00,     41.11,         0,     57.00,         0,         0,     15.89
HBC,Pk,A,   1895.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,   1895.00,     91.10,     46.03,      0.05,     46.03,     45.07,      0.45,         0
HBSch,Pk,A,   1895.00,         0,         0,         0,         0,         0,         0,         0
All,Pk,P,   1896.00,   1118.19,   1063.91,      7.26,   1065.92,     52.27,     29.04,      2.01
All,Pk,A,   1896.00,    411.90,    384.87,      3.16,    384.87,     27.03,     23.87,         0
HBW,Pk,P,   1896.00,    327.88,    324.08,      1.84,    325.71,      2.17,      0.33,      1.63
HBW,Pk,A,   1896.00,      2.56,      2.56,         0,      2.56,         0,         0,         0
HBO,Pk,P,   1896.00,    659.57,    627.03,      5.08,    627.28,     32.29,     27.21,      0.25
HBO,Pk,A,   1896.00,    331.82,    306.48,      2.83,    306.48,     25.34,     22.51,         0
NHB,Pk,P,   1896.00,     77.43,     75.76,      0.32,     75.77,      1.65,      1.33,      0.01
NHB,Pk,A,   1896.00,     77.52,     75.83,      0.32,     75.83,      1.69,      1.37,         0
HBC,Pk,P,   1896.00,      2.00,      1.88,         0,      2.00,         0,         0,      0.12
HBC,Pk,A,   1896.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,   1896.00,     51.31,     35.16,      0.02,     35.16,     16.15,      0.16,         0
HBSch,Pk,A,   1896.00,         0,         0,         0,         0,         0,         0,         0
All,Pk,P,   1897.00,   2435.93,   2134.81,     22.68,   2155.48,    280.45,    243.84,     20.67
All,Pk,A,   1897.00,   7924.28,   7471.85,     70.69,   7538.41,    385.87,    315.18,     66.56
HBW,Pk,P,   1897.00,    485.21,    412.52,      7.76,    425.03,     60.18,     52.41,     12.51
HBW,Pk,A,   1897.00,   3331.57,   3185.90,     33.70,   3233.75,     97.81,     64.11,     47.86
HBO,Pk,P,   1897.00,    980.03,    824.03,      9.53,    828.79,    151.24,    141.71,      4.77
HBO,Pk,A,   1897.00,   3666.31,   3414.46,     31.59,   3431.90,    234.41,    202.83,     17.44
NHB,Pk,P,   1897.00,    915.52,    859.40,      5.37,    860.58,     54.94,     49.58,      1.18
NHB,Pk,A,   1897.00,    926.40,    871.49,      5.40,    872.76,     53.64,     48.24,      1.27
HBC,Pk,P,   1897.00,      5.00,      2.78,         0,      5.00,         0,         0,      2.22
HBC,Pk,A,   1897.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,   1897.00,     50.17,     36.07,      0.02,     36.07,     14.09,      0.14,         0
HBSch,Pk,A,   1897.00,         0,         0,         0,         0,         0,         0,         0
All,Pk,P,   1898.00,   3885.14,   3335.03,     40.55,   3485.88,    399.27,    325.74,    150.85
All,Pk,A,   1898.00,   2363.73,   2180.14,     20.13,   2193.33,    170.40,    150.27,     13.19
HBW,Pk,P,   1898.00,   1091.40,    970.57,     15.74,   1034.33,     57.07,     41.33,     63.77
HBW,Pk,A,   1898.00,    391.87,    366.92,      4.41,    371.58,     20.29,     15.88,      4.66
HBO,Pk,P,   1898.00,   2176.64,   1872.21,     22.36,   1891.24,    285.40,    263.04,     19.03
HBO,Pk,A,   1898.00,   1573.28,   1437.71,     13.38,   1445.65,    127.63,    114.25,      7.94
NHB,Pk,P,   1898.00,    396.08,    372.40,      2.34,    373.21,     22.88,     20.53,      0.80
NHB,Pk,A,   1898.00,    398.58,    375.50,      2.35,    376.09,     22.49,     20.14,      0.59
HBC,Pk,P,   1898.00,    108.00,     40.20,      0.04,    107.45,      0.55,      0.50,     67.25
HBC,Pk,A,   1898.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,   1898.00,    113.01,     79.64,      0.06,     79.64,     33.37,      0.33,         0
HBSch,Pk,A,   1898.00,         0,         0,         0,         0,         0,         0,         0
All,Pk,P,   1899.00,   1065.78,    971.00,     11.26,    986.26,     79.53,     57.71,     15.25
All,Pk,A,   1899.00,    951.10,    895.82,      8.32,    898.09,     53.00,     44.68,      2.27
HBW,Pk,P,   1899.00,    259.03,    239.62,      4.00,    249.89,      9.14,      5.14,     10.27
HBW,Pk,A,   1899.00,    151.95,    146.37,      1.80,    147.24,      4.72,      2.91,      0.87
HBO,Pk,P,   1899.00,    541.93,    488.32,      5.86,    491.47,     50.45,     44.59,      3.16
HBO,Pk,A,   1899.00,    567.25,    527.18,      5.15,    528.41,     38.85,     33.70,      1.23
NHB,Pk,P,   1899.00,    230.16,    220.57,      1.38,    220.90,      9.26,      7.87,      0.33
NHB,Pk,A,   1899.00,    231.89,    222.28,      1.37,    222.45,      9.44,      8.07,      0.17
HBC,Pk,P,   1899.00,      4.00,      2.51,         0,      4.00,         0,         0,      1.49
HBC,Pk,A,   1899.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,   1899.00,     30.67,     20.00,      0.02,     20.00,     10.68,      0.11,         0
HBSch,Pk,A,   1899.00,         0,         0,         0,         0,         0,         0,         0
All,Pk,P,   1900.00,    723.38,    670.01,      7.07,    674.48,     48.90,     29.85,      4.47
All,Pk,A,   1900.00,    295.64,    277.99,      2.55,    277.99,     17.66,     15.11,         0
HBW,Pk,P,   1900.00,    196.36,    189.91,      2.42,    191.99,      4.36,      1.94,      2.08
HBW,Pk,A,   1900.00,     23.90,     23.27,      0.24,     23.27,      0.63,      0.39,         0
HBO,Pk,P,   1900.00,    427.46,    396.53,      4.33,    396.79,     30.67,     26.34,      0.26
HBO,Pk,A,   1900.00,    219.92,    204.66,      2.00,    204.66,     15.25,     13.25,         0
NHB,Pk,P,   1900.00,     51.82,     50.05,      0.31,     50.07,      1.75,      1.45,      0.02
NHB,Pk,A,   1900.00,     51.83,     50.06,      0.30,     50.06,      1.77,      1.47,         0
HBC,Pk,P,   1900.00,     14.00,     11.88,         0,     14.00,         0,         0,      2.12
HBC,Pk,A,   1900.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,   1900.00,     33.75,     21.63,      0.02,     21.63,     12.12,      0.12,         0
HBSch,Pk,A,   1900.00,         0,         0,         0,         0,         0,         0,         0
All,Pk,P,   1901.00,   1799.64,   1665.98,     17.32,   1672.03,    127.61,     75.21,      6.04
All,Pk,A,   1901.00,   1289.11,   1180.39,     10.26,   1180.39,    108.72,     58.62,         0
HBW,Pk,P,   1901.00,    476.37,    458.60,      5.71,    463.22,     13.15,      7.44,      4.62
HBW,Pk,A,   1901.00,    225.08,    216.83,      2.84,    216.83,      8.25,      5.41,         0
HBO,Pk,P,   1901.00,   1031.49,    958.75,     10.41,    959.45,     72.04,     61.63,      0.70
HBO,Pk,A,   1901.00,    677.06,    623.82,      6.22,    623.82,     53.24,     47.02,         0
NHB,Pk,P,   1901.00,    205.35,    198.34,      1.15,    198.42,      6.93,      5.78,      0.08
NHB,Pk,A,   1901.00,    206.75,    199.82,      1.14,    199.82,      6.93,      5.79,         0
HBC,Pk,P,   1901.00,      6.00,      5.35,         0,      6.00,         0,         0,      0.65
HBC,Pk,A,   1901.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,   1901.00,     80.43,     44.94,      0.05,     44.94,     35.49,      0.35,         0
HBSch,Pk,A,   1901.00,    180.22,    139.92,      0.06,    139.92,     40.30,      0.40,         0
All,Pk,P,   1902.00,    432.96,    406.09,      3.42,    406.89,     26.07,     17.23,      0.80
All,Pk,A,   1902.00,    721.52,    685.39,      6.85,    685.39,     36.13,     29.28,         0
HBW,Pk,P,   1902.00,     84.45,     81.39,      0.87,     81.96,      2.49,      1.62,      0.57
HBW,Pk,A,   1902.00,    288.38,    280.74,      3.43,    280.74,      7.63,      4.21,         0
HBO,Pk,P,   1902.00,    180.98,    168.40,      1.72,    168.46,     12.52,     10.81,      0.06
HBO,Pk,A,   1902.00,    277.35,    254.45,      2.60,    254.45,     22.90,     20.31,         0
NHB,Pk,P,   1902.00,    154.32,    148.70,      0.83,    148.74,      5.59,      4.75,      0.04
NHB,Pk,A,   1902.00,    155.79,    150.20,      0.83,    150.20,      5.59,      4.77,         0
HBC,Pk,P,   1902.00,      1.00,      0.87,         0,      1.00,         0,         0,      0.13
HBC,Pk,A,   1902.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,   1902.00,     12.21,      6.73,      0.01,      6.73,      5.48,      0.05,         0
HBSch,Pk,A,   1902.00,         0,         0,         0,         0,         0,         0,         0
All,Pk,P,   1903.00,   2821.71,   2644.75,     23.15,   2651.89,    169.83,    103.32,      7.14
All,Pk,A,   1903.00,   1028.03,    954.98,      8.19,    954.98,     73.05,     64.86,         0
HBW,Pk,P,   1903.00,    812.38,    794.84,      7.14,    800.40,     11.98,      4.84,      5.56
HBW,Pk,A,   1903.00,     15.07,     14.64,      0.10,     14.64,      0.43,      0.33,         0
HBO,Pk,P,   1903.00,   1676.94,   1568.55,     15.00,   1569.45,    107.49,     92.50,      0.90
