Purpose,Period,PA,TAZID,All,Auto,Bike,Moto,NonM,Walk,tTrn,scenario_id
HBW,Pk,P,4,0.37,0.36,0.0,0.36,0.01,0.0,0.0,Closer02
HBW,Pk,A,4,0.12,0.12,0.0,0.12,0.0,0.0,0.0,Closer02
HBO,Pk,P,4,1.56,1.51,0.01,1.51,0.05,0.04,0.0,Closer02
HBO,Pk,A,4,0.86,0.82,0.01,0.82,0.04,0.04,0.0,Closer02
NHB,Pk,P,4,0.02,0.02,0.0,0.02,0.0,0.0,0.0,Closer02
NHB,Pk,A,4,0.03,0.03,0.0,0.03,0.0,0.0,0.0,Closer02
HBC,Pk,P,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer02
HBC,Pk,A,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer02
HBSch,Pk,P,4,0.17,0.15,0.0,0.15,0.02,0.0,0.0,Closer02
HBSch,Pk,A,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer02
All,Pk,P,5,232.03,220.48,1.44,220.48,11.55,7.66,0.0,Closer02
All,Pk,A,5,99.73,91.68,0.65,91.68,8.05,7.4,0.0,Closer02
HBW,Pk,P,5,51.16,50.3,0.53,50.3,0.85,0.32,0.0,Closer02
HBW,Pk,A,5,12.38,12.09,0.06,12.09,0.29,0.23,0.0,Closer02
HBO,Pk,P,5,143.12,135.24,0.86,135.24,7.88,7.02,0.0,Closer02
HBO,Pk,A,5,73.03,65.61,0.55,65.61,7.42,6.87,0.0,Closer02
NHB,Pk,P,5,15.33,14.99,0.04,14.99,0.34,0.3,0.0,Closer02
NHB,Pk,A,5,14.32,13.98,0.04,13.98,0.34,0.3,0.0,Closer02
HBC,Pk,P,5,6.0,6.0,0.0,6.0,0.0,0.0,0.0,Closer02
HBC,Pk,A,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer02
HBSch,Pk,P,5,16.42,13.94,0.01,13.94,2.49,0.02,0.0,Closer02
HBSch,Pk,A,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer02
All,Pk,P,6,8.21,7.74,0.06,7.74,0.47,0.34,0.01,Closer02
All,Pk,A,6,12.78,12.22,0.08,12.22,0.56,0.48,0.0,Closer02
HBW,Pk,P,6,1.57,1.52,0.02,1.52,0.05,0.03,0.0,Closer02
HBW,Pk,A,6,5.65,5.58,0.03,5.58,0.07,0.04,0.0,Closer02
HBO,Pk,P,6,5.23,4.9,0.04,4.9,0.33,0.29,0.01,Closer02
HBO,Pk,A,6,6.25,5.77,0.05,5.77,0.48,0.43,0.0,Closer02
NHB,Pk,P,6,0.87,0.85,0.0,0.85,0.02,0.01,0.0,Closer02
NHB,Pk,A,6,0.88,0.86,0.0,0.86,0.02,0.01,0.0,Closer02
HBC,Pk,P,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer02
HBC,Pk,A,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer02
HBSch,Pk,P,6,0.54,0.47,0.0,0.47,0.07,0.0,0.0,Closer02
HBSch,Pk,A,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer02
All,Pk,P,7,129.15,119.34,0.83,119.7,9.46,7.55,0.36,Closer02
All,Pk,A,7,103.45,95.73,0.62,95.73,7.72,7.1,0.0,Closer02
HBW,Pk,P,7,26.66,25.68,0.29,25.71,0.96,0.67,0.03,Closer02
HBW,Pk,A,7,31.57,30.77,0.18,30.77,0.8,0.63,0.0,Closer02
HBO,Pk,P,7,80.75,73.4,0.51,73.73,7.03,6.52,0.33,Closer02
HBO,Pk,A,7,58.61,52.08,0.41,52.08,6.53,6.12,0.0,Closer02
NHB,Pk,P,7,14.07,13.68,0.03,13.68,0.39,0.36,0.0,Closer02
NHB,Pk,A,7,13.27,12.88,0.03,12.88,0.4,0.36,0.0,Closer02
HBC,Pk,P,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer02
HBC,Pk,A,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer02
HBSch,Pk,P,7,7.66,6.58,0.0,6.58,1.08,0.01,0.0,Closer02
HBSch,Pk,A,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer02
All,Pk,P,8,249.35,241.16,1.67,241.35,8.0,4.34,0.2,Closer02
All,Pk,A,8,157.24,151.24,1.28,151.24,6.0,4.72,0.0,Closer02
HBW,Pk,P,8,40.23,39.13,0.57,39.17,1.07,0.5,0.04,Closer02
HBW,Pk,A,8,36.01,35.13,0.32,35.13,0.88,0.56,0.0,Closer02
HBO,Pk,P,8,112.56,108.12,0.94,108.27,4.29,3.35,0.15,Closer02
HBO,Pk,A,8,87.18,82.74,0.79,82.74,4.44,3.65,0.0,Closer02
NHB,Pk,P,8,35.69,35.05,0.16,35.05,0.64,0.48,0.0,Closer02
NHB,Pk,A,8,34.05,33.38,0.16,33.38,0.67,0.51,0.0,Closer02
HBC,Pk,P,8,48.0,48.0,0.0,48.0,0.0,0.0,0.0,Closer02
HBC,Pk,A,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer02
HBSch,Pk,P,8,12.87,10.86,0.0,10.86,2.0,0.02,0.0,Closer02
HBSch,Pk,A,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer02
All,Pk,P,9,51.32,47.71,0.36,47.75,3.58,2.84,0.04,Closer02
All,Pk,A,9,150.39,146.19,0.76,146.19,4.19,3.43,0.0,Closer02
HBW,Pk,P,9,9.83,9.16,0.14,9.16,0.67,0.53,0.0,Closer02
HBW,Pk,A,9,82.1,81.15,0.36,81.15,0.95,0.59,0.0,Closer02
HBO,Pk,P,9,29.45,27.05,0.2,27.09,2.36,2.16,0.04,Closer02
HBO,Pk,A,9,59.29,56.21,0.37,56.21,3.08,2.7,0.0,Closer02
NHB,Pk,P,9,9.35,9.19,0.02,9.19,0.16,0.14,0.0,Closer02
NHB,Pk,A,9,9.0,8.84,0.03,8.84,0.16,0.14,0.0,Closer02
HBC,Pk,P,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer02
HBC,Pk,A,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer02
HBSch,Pk,P,9,2.69,2.31,0.0,2.31,0.38,0.0,0.0,Closer02
HBSch,Pk,A,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer02
All,Pk,P,10,74.84,70.65,0.58,70.71,4.13,2.97,0.06,Closer02
All,Pk,A,10,168.18,164.33,0.99,164.33,3.85,2.87,0.0,Closer02
HBW,Pk,P,10,14.75,13.99,0.22,13.99,0.76,0.54,0.0,Closer02
HBW,Pk,A,10,87.29,86.32,0.46,86.32,0.97,0.51,0.0,Closer02
HBO,Pk,P,10,44.56,41.86,0.32,41.92,2.64,2.32,0.05,Closer02
HBO,Pk,A,10,69.95,67.21,0.49,67.21,2.74,2.25,0.0,Closer02
NHB,Pk,P,10,11.52,11.38,0.03,11.38,0.14,0.11,0.0,Closer02
NHB,Pk,A,10,10.94,10.8,0.04,10.8,0.14,0.11,0.0,Closer02
HBC,Pk,P,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer02
HBC,Pk,A,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer02
HBSch,Pk,P,10,4.01,3.42,0.0,3.42,0.59,0.01,0.0,Closer02
HBSch,Pk,A,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer02
All,Pk,P,11,25.52,24.91,0.17,24.92,0.6,0.19,0.01,Closer02
All,Pk,A,11,11.71,11.49,0.06,11.49,0.22,0.15,0.0,Closer02
HBW,Pk,P,11,6.31,6.25,0.06,6.25,0.06,0.0,0.0,Closer02
HBW,Pk,A,11,1.66,1.66,0.0,1.66,0.0,0.0,0.0,Closer02
HBO,Pk,P,11,16.18,15.89,0.1,15.9,0.29,0.18,0.01,Closer02
HBO,Pk,A,11,8.66,8.45,0.06,8.45,0.21,0.15,0.0,Closer02
NHB,Pk,P,11,1.34,1.33,0.0,1.33,0.01,0.0,0.0,Closer02
NHB,Pk,A,11,1.39,1.38,0.0,1.38,0.01,0.0,0.0,Closer02
HBC,Pk,P,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer02
HBC,Pk,A,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer02
HBSch,Pk,P,11,1.68,1.44,0.0,1.44,0.24,0.0,0.0,Closer02
HBSch,Pk,A,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer02
All,Pk,P,12,58.13,55.99,0.42,56.04,2.09,1.09,0.05,Closer02
All,Pk,A,12,25.05,23.9,0.17,23.9,1.15,0.98,0.0,Closer02
HBW,Pk,P,12,14.21,14.03,0.15,14.04,0.17,0.02,0.01,Closer02
HBW,Pk,A,12,2.07,2.07,0.0,2.07,0.0,0.0,0.0,Closer02
HBO,Pk,P,12,36.62,35.28,0.25,35.32,1.3,1.05,0.04,Closer02
HBO,Pk,A,12,19.58,18.47,0.15,18.47,1.11,0.96,0.0,Closer02
NHB,Pk,P,12,3.33,3.29,0.01,3.29,0.04,0.02,0.0,Closer02
NHB,Pk,A,12,3.4,3.36,0.01,3.36,0.04,0.02,0.0,Closer02
HBC,Pk,P,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer02
HBC,Pk,A,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer02
HBSch,Pk,P,12,3.97,3.39,0.0,3.39,0.58,0.01,0.0,Closer02
HBSch,Pk,A,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer02
All,Pk,P,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer02
All,Pk,A,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer02
HBW,Pk,P,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer02
HBW,Pk,A,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer02
HBO,Pk,P,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer02
HBO,Pk,A,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer02
NHB,Pk,P,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer02
NHB,Pk,A,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer02
HBC,Pk,P,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer02
HBC,Pk,A,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer02
HBSch,Pk,P,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer02
HBSch,Pk,A,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer02
All,Pk,P,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer02
All,Pk,A,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer02
HBW,Pk,P,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer02
HBW,Pk,A,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer02
HBO,Pk,P,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer02
HBO,Pk,A,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer02
NHB,Pk,P,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer02
NHB,Pk,A,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer02
HBC,Pk,P,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer02
HBC,Pk,A,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer02
HBSch,Pk,P,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer02
HBSch,Pk,A,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer02
All,Pk,P,15,25.37,25.1,0.07,25.12,0.24,0.14,0.02,Closer02
All,Pk,A,15,332.49,329.94,2.05,329.94,2.55,0.5,0.0,Closer02
HBW,Pk,P,15,0.65,0.63,0.01,0.63,0.02,0.01,0.0,Closer02
HBW,Pk,A,15,233.47,231.86,1.47,231.86,1.61,0.14,0.0,Closer02
HBO,Pk,P,15,2.09,2.02,0.01,2.03,0.06,0.05,0.01,Closer02
HBO,Pk,A,15,78.06,77.27,0.52,77.27,0.79,0.28,0.0,Closer02
NHB,Pk,P,15,22.41,22.27,0.05,22.28,0.13,0.08,0.01,Closer02
NHB,Pk,A,15,20.96,20.82,0.06,20.82,0.14,0.08,0.0,Closer02
HBC,Pk,P,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer02
HBC,Pk,A,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer02
HBSch,Pk,P,15,0.21,0.18,0.0,0.18,0.03,0.0,0.0,Closer02
HBSch,Pk,A,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer02
All,Pk,P,16,8.44,8.17,0.06,8.17,0.27,0.18,0.0,Closer02
All,Pk,A,16,128.86,125.34,1.23,125.34,3.52,2.28,0.0,Closer02
HBW,Pk,P,16,0.58,0.54,0.01,0.54,0.04,0.03,0.0,Closer02
HBW,Pk,A,16,69.61,68.46,0.68,68.46,1.14,0.46,0.0,Closer02
HBO,Pk,P,16,2.0,1.91,0.02,1.91,0.1,0.08,0.0,Closer02
HBO,Pk,A,16,53.77,51.52,0.52,51.52,2.25,1.74,0.0,Closer02
NHB,Pk,P,16,5.62,5.51,0.03,5.51,0.11,0.08,0.0,Closer02
NHB,Pk,A,16,5.48,5.36,0.03,5.36,0.12,0.09,0.0,Closer02
HBC,Pk,P,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer02
HBC,Pk,A,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer02
HBSch,Pk,P,16,0.23,0.2,0.0,0.2,0.03,0.0,0.0,Closer02
HBSch,Pk,A,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer02
All,Pk,P,17,10.65,10.26,0.09,10.26,0.39,0.18,0.0,Closer02
All,Pk,A,17,4.4,4.34,0.03,4.34,0.07,0.04,0.0,Closer02
HBW,Pk,P,17,2.95,2.89,0.03,2.89,0.06,0.03,0.0,Closer02
HBW,Pk,A,17,0.81,0.81,0.0,0.81,0.0,0.0,0.0,Closer02
HBO,Pk,P,17,6.48,6.28,0.05,6.28,0.2,0.15,0.0,Closer02
HBO,Pk,A,17,3.11,3.05,0.03,3.05,0.06,0.03,0.0,Closer02
NHB,Pk,P,17,0.41,0.41,0.0,0.41,0.01,0.0,0.0,Closer02
NHB,Pk,A,17,0.48,0.47,0.0,0.47,0.01,0.0,0.0,Closer02
HBC,Pk,P,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer02
HBC,Pk,A,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer02
HBSch,Pk,P,17,0.81,0.69,0.0,0.69,0.12,0.0,0.0,Closer02
HBSch,Pk,A,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer02
All,Pk,P,18,64.34,62.12,0.28,62.13,2.22,1.94,0.0,Closer02
All,Pk,A,18,905.72,894.86,7.73,894.86,10.86,3.12,0.0,Closer02
HBW,Pk,P,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer02
HBW,Pk,A,18,738.55,731.72,6.46,731.72,6.83,0.37,0.0,Closer02
HBO,Pk,P,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer02
HBO,Pk,A,18,107.23,105.46,0.98,105.46,1.77,0.79,0.0,Closer02
NHB,Pk,P,18,64.34,62.12,0.28,62.13,2.22,1.94,0.0,Closer02
NHB,Pk,A,18,59.94,57.68,0.29,57.68,2.26,1.97,0.0,Closer02
HBC,Pk,P,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer02
HBC,Pk,A,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer02
HBSch,Pk,P,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer02
HBSch,Pk,A,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer02
All,Pk,P,19,916.61,836.24,8.83,837.08,79.53,45.74,0.84,Closer02
All,Pk,A,19,464.85,424.13,3.67,424.26,40.59,36.92,0.13,Closer02
HBW,Pk,P,19,204.08,196.79,3.26,197.26,6.82,3.56,0.47,Closer02
HBW,Pk,A,19,60.88,58.81,0.29,58.81,2.07,1.78,0.01,Closer02
HBO,Pk,P,19,564.54,520.04,5.1,520.4,44.14,39.04,0.36,Closer02
HBO,Pk,A,19,327.05,291.87,2.96,291.99,35.06,32.1,0.11,Closer02
NHB,Pk,P,19,81.38,78.03,0.43,78.05,3.32,2.89,0.02,Closer02
NHB,Pk,A,19,76.92,73.45,0.42,73.46,3.46,3.04,0.01,Closer02
HBC,Pk,P,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer02
HBC,Pk,A,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer02
HBSch,Pk,P,19,66.62,41.37,0.03,41.37,25.24,0.25,0.0,Closer02
HBSch,Pk,A,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer02
All,Pk,P,20,500.42,458.18,5.17,458.9,41.52,28.91,0.72,Closer02
All,Pk,A,20,325.69,293.46,2.62,293.53,32.16,29.54,0.07,Closer02
HBW,Pk,P,20,120.15,116.07,2.09,116.48,3.66,1.58,0.41,Closer02
HBW,Pk,A,20,34.37,33.54,0.16,33.55,0.82,0.67,0.0,Closer02
HBO,Pk,P,20,301.29,273.42,2.77,273.72,27.58,24.81,0.29,Closer02
HBO,Pk,A,20,237.68,209.12,2.17,209.17,28.51,26.34,0.05,Closer02
NHB,Pk,P,20,56.64,53.88,0.3,53.89,2.75,2.45,0.01,Closer02
NHB,Pk,A,20,53.64,50.8,0.3,50.8,2.84,2.54,0.01,Closer02
HBC,Pk,P,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer02
HBC,Pk,A,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer02
HBSch,Pk,P,20,22.34,14.81,0.01,14.81,7.53,0.08,0.0,Closer02
HBSch,Pk,A,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer02
All,Pk,P,21,41.99,40.53,0.21,40.53,1.46,1.26,0.0,Closer02
All,Pk,A,21,526.78,517.25,5.85,517.25,9.53,3.68,0.0,Closer02
HBW,Pk,P,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer02
HBW,Pk,A,21,468.7,461.43,5.45,461.43,7.27,1.82,0.0,Closer02
HBO,Pk,P,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer02
HBO,Pk,A,21,19.22,18.46,0.19,18.46,0.76,0.57,0.0,Closer02
NHB,Pk,P,21,41.99,40.53,0.21,40.53,1.46,1.26,0.0,Closer02
NHB,Pk,A,21,38.86,37.35,0.21,37.35,1.51,1.3,0.0,Closer02
HBC,Pk,P,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer02
HBC,Pk,A,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer02
HBSch,Pk,P,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer02
HBSch,Pk,A,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer02
All,Pk,P,22,6.87,6.42,0.07,6.42,0.45,0.31,0.0,Closer02
All,Pk,A,22,12.9,12.47,0.16,12.47,0.43,0.27,0.0,Closer02
HBW,Pk,P,22,1.36,1.27,0.02,1.27,0.09,0.07,0.0,Closer02
HBW,Pk,A,22,9.5,9.27,0.13,9.27,0.24,0.11,0.0,Closer02
HBO,Pk,P,22,3.93,3.69,0.04,3.69,0.24,0.21,0.0,Closer02
HBO,Pk,A,22,2.3,2.15,0.02,2.15,0.15,0.13,0.0,Closer02
NHB,Pk,P,22,1.11,1.06,0.01,1.06,0.05,0.04,0.0,Closer02
NHB,Pk,A,22,1.1,1.05,0.01,1.05,0.05,0.04,0.0,Closer02
HBC,Pk,P,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer02
HBC,Pk,A,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer02
HBSch,Pk,P,22,0.47,0.4,0.0,0.4,0.07,0.0,0.0,Closer02
HBSch,Pk,A,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer02
All,Pk,P,23,14.49,13.17,0.14,13.17,1.32,0.79,0.0,Closer02
All,Pk,A,23,65.7,62.07,0.85,62.08,3.62,2.77,0.01,Closer02
HBW,Pk,P,23,2.42,2.24,0.05,2.24,0.18,0.13,0.0,Closer02
HBW,Pk,A,23,44.63,42.96,0.66,42.97,1.66,1.0,0.01,Closer02
HBO,Pk,P,23,6.98,6.4,0.07,6.4,0.58,0.51,0.0,Closer02
HBO,Pk,A,23,16.99,15.21,0.16,15.21,1.78,1.61,0.0,Closer02
NHB,Pk,P,23,4.29,4.12,0.03,4.12,0.17,0.14,0.0,Closer02
NHB,Pk,A,23,4.08,3.9,0.03,3.9,0.18,0.16,0.0,Closer02
HBC,Pk,P,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer02
HBC,Pk,A,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer02
HBSch,Pk,P,23,0.79,0.4,0.0,0.4,0.39,0.0,0.0,Closer02
HBSch,Pk,A,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer02
All,Pk,P,24,526.86,462.3,5.31,462.92,63.94,37.65,0.62,Closer02
All,Pk,A,24,233.66,207.33,1.83,207.41,26.25,24.42,0.08,Closer02
HBW,Pk,P,24,119.75,114.12,2.07,114.46,5.29,3.22,0.34,Closer02
HBW,Pk,A,24,26.24,25.97,0.05,25.97,0.27,0.22,0.0,Closer02
HBO,Pk,P,24,333.19,297.45,3.03,297.65,35.54,32.52,0.2,Closer02
HBO,Pk,A,24,175.35,151.3,1.59,151.37,23.97,22.38,0.07,Closer02
NHB,Pk,P,24,33.96,32.07,0.19,32.07,1.89,1.7,0.01,Closer02
NHB,Pk,A,24,32.07,30.05,0.19,30.06,2.01,1.82,0.01,Closer02
HBC,Pk,P,24,4.0,3.93,0.0,4.0,0.0,0.0,0.07,Closer02
HBC,Pk,A,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer02
HBSch,Pk,P,24,35.96,14.74,0.03,14.74,21.22,0.21,0.0,Closer02
HBSch,Pk,A,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer02
All,Pk,P,25,1223.18,1049.65,12.29,1054.71,168.48,106.2,5.06,Closer02
All,Pk,A,25,893.02,676.36,6.55,677.08,215.94,84.43,0.73,Closer02
HBW,Pk,P,25,258.37,240.96,4.67,242.69,15.68,11.01,1.72,Closer02
HBW,Pk,A,25,155.48,145.04,1.54,145.34,10.15,8.61,0.29,Closer02
HBO,Pk,P,25,751.47,657.2,6.86,658.3,93.17,86.31,1.1,Closer02
HBO,Pk,A,25,471.51,400.95,4.19,401.32,70.19,66.0,0.37,Closer02
NHB,Pk,P,25,128.23,119.08,0.7,119.16,9.07,8.37,0.08,Closer02
NHB,Pk,A,25,121.53,112.23,0.68,112.29,9.24,8.55,0.07,Closer02
HBC,Pk,P,25,6.0,3.85,0.0,6.0,0.0,0.0,2.15,Closer02
HBC,Pk,A,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer02
HBSch,Pk,P,25,79.12,28.56,0.06,28.56,50.56,0.51,0.0,Closer02
HBSch,Pk,A,25,144.5,18.13,0.13,18.13,126.36,1.26,0.0,Closer02
All,Pk,P,26,750.3,648.79,7.49,651.05,99.25,71.81,2.26,Closer02
All,Pk,A,26,684.47,599.72,6.23,600.83,83.64,77.41,1.11,Closer02
HBW,Pk,P,26,155.93,142.71,2.82,143.98,11.95,9.13,1.28,Closer02
HBW,Pk,A,26,195.56,180.2,2.28,180.86,14.7,12.43,0.65,Closer02
HBO,Pk,P,26,439.51,380.59,4.02,381.43,58.08,54.06,0.84,Closer02
HBO,Pk,A,26,379.99,319.68,3.34,320.06,59.93,56.59,0.38,Closer02
NHB,Pk,P,26,115.05,105.92,0.62,106.01,9.05,8.42,0.09,Closer02
NHB,Pk,A,26,108.92,99.84,0.61,99.92,9.0,8.4,0.08,Closer02
HBC,Pk,P,26,1.0,0.95,0.0,1.0,0.0,0.0,0.05,Closer02
HBC,Pk,A,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer02
