Purpose,Period,PA,TAZID,All,Auto,Bike,Moto,NonM,Walk,tTrn
HBW,Pk,P,   1977.00,    892.04,    863.80,      5.95,    880.74,     11.30,      5.35,     16.94
HBW,Pk,A,   1977.00,     96.23,     91.96,      0.98,     92.03,      4.20,      3.22,      0.07
HBO,Pk,P,   1977.00,   1853.09,   1702.78,     15.46,   1705.79,    147.30,    131.84,      3.01
HBO,Pk,A,   1977.00,   1526.64,   1364.87,     14.13,   1365.29,    161.35,    147.22,      0.42
NHB,Pk,P,   1977.00,    434.09,    406.99,      2.18,    407.16,     26.93,     24.75,      0.16
NHB,Pk,A,   1977.00,    430.07,    406.12,      2.22,    406.16,     23.91,     21.69,      0.04
HBC,Pk,P,   1977.00,     21.00,     13.07,         0,     21.00,         0,         0,      7.93
HBC,Pk,A,   1977.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,   1977.00,    135.34,     84.10,      0.07,     84.10,     51.24,      0.51,         0
HBSch,Pk,A,   1977.00,         0,         0,         0,         0,         0,         0,         0
All,Pk,P,   1978.00,   3137.87,   2883.89,     20.84,   2914.91,    222.96,    115.84,     31.03
All,Pk,A,   1978.00,   1358.31,   1102.97,      9.42,   1103.01,    255.30,     86.81,      0.04
HBW,Pk,P,   1978.00,    807.69,    790.24,      4.70,    800.20,      7.50,      2.80,      9.96
HBW,Pk,A,   1978.00,     58.58,     56.50,      0.49,     56.50,      2.08,      1.59,      0.00
HBO,Pk,P,   1978.00,   1861.84,   1741.91,     14.80,   1743.46,    118.38,    103.59,      1.55
HBO,Pk,A,   1978.00,    888.95,    804.91,      7.77,    804.95,     84.00,     76.23,      0.04
NHB,Pk,P,   1978.00,    201.87,    192.89,      0.99,    192.94,      8.93,      7.94,      0.05
NHB,Pk,A,   1978.00,    200.33,    191.97,      0.98,    191.97,      8.36,      7.38,      0.00
HBC,Pk,P,   1978.00,     68.00,     47.64,      0.24,     67.12,      0.88,      0.64,     19.47
HBC,Pk,A,   1978.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,   1978.00,    198.46,    111.20,      0.11,    111.20,     87.26,      0.87,         0
HBSch,Pk,A,   1978.00,    210.45,     49.59,      0.18,     49.59,    160.86,      1.61,         0
All,Pk,P,   1979.00,   1166.21,   1062.17,      7.24,   1081.64,     84.57,     44.53,     19.47
All,Pk,A,   1979.00,    455.43,    417.01,      3.65,    417.01,     38.42,     34.77,         0
HBW,Pk,P,   1979.00,    300.33,    294.71,      1.60,    297.72,      2.61,      1.01,      3.01
HBW,Pk,A,   1979.00,     35.82,     34.86,      0.28,     34.86,      0.96,      0.68,         0
HBO,Pk,P,   1979.00,    653.46,    608.23,      5.15,    608.51,     44.95,     39.80,      0.29
HBO,Pk,A,   1979.00,    337.75,    303.78,      2.96,    303.78,     33.97,     31.01,         0
NHB,Pk,P,   1979.00,     82.24,     78.62,      0.42,     78.64,      3.60,      3.18,      0.02
NHB,Pk,A,   1979.00,     81.86,     78.37,      0.41,     78.37,      3.49,      3.08,         0
HBC,Pk,P,   1979.00,     56.00,     39.61,      0.03,     55.76,      0.24,      0.20,     16.16
HBC,Pk,A,   1979.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,   1979.00,     74.18,     41.01,      0.04,     41.01,     33.17,      0.33,         0
HBSch,Pk,A,   1979.00,         0,         0,         0,         0,         0,         0,         0
All,Pk,P,   1980.00,   3205.12,   2979.73,     23.42,   2994.81,    210.31,    142.39,     15.08
All,Pk,A,   1980.00,   1798.84,   1655.15,     14.81,   1655.15,    143.70,    128.89,         0
HBW,Pk,P,   1980.00,    748.84,    728.64,      5.57,    737.49,     11.35,      5.78,      8.85
HBW,Pk,A,   1980.00,    157.48,    150.96,      1.68,    150.96,      6.52,      4.84,         0
HBO,Pk,P,   1980.00,   1715.46,   1587.68,     14.62,   1589.14,    126.32,    111.70,      1.46
HBO,Pk,A,   1980.00,   1142.05,   1029.03,     10.52,   1029.03,    113.02,    102.50,         0
NHB,Pk,P,   1980.00,    501.19,    476.75,      2.67,    476.91,     24.28,     21.61,      0.16
NHB,Pk,A,   1980.00,    499.31,    475.16,      2.61,    475.16,     24.15,     21.54,         0
HBC,Pk,P,   1980.00,     72.00,     64.05,      0.49,     68.66,      3.34,      2.85,      4.60
HBC,Pk,A,   1980.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,   1980.00,    167.63,    122.61,      0.07,    122.61,     45.02,      0.45,         0
HBSch,Pk,A,   1980.00,         0,         0,         0,         0,         0,         0,         0
All,Pk,P,   1981.00,   2102.77,   1987.98,     14.39,   1992.65,    110.12,     81.71,      4.67
All,Pk,A,   1981.00,   3074.89,   2905.31,     25.15,   2905.31,    169.58,    144.43,         0
HBW,Pk,P,   1981.00,    407.41,    394.74,      3.21,    398.43,      8.99,      5.77,      3.69
HBW,Pk,A,   1981.00,    580.75,    565.88,      5.79,    565.88,     14.87,      9.08,         0
HBO,Pk,P,   1981.00,    829.61,    777.41,      6.80,    777.77,     51.84,     45.05,      0.36
HBO,Pk,A,   1981.00,   1687.87,   1568.09,     15.12,   1568.09,    119.79,    104.67,         0
NHB,Pk,P,   1981.00,    806.48,    771.63,      4.30,    771.82,     34.66,     30.36,      0.19
NHB,Pk,A,   1981.00,    806.26,    771.34,      4.24,    771.34,     34.92,     30.68,         0
HBC,Pk,P,   1981.00,      7.00,      6.12,      0.06,      6.55,      0.45,      0.39,      0.43
HBC,Pk,A,   1981.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,   1981.00,     52.27,     38.08,      0.03,     38.08,     14.19,      0.14,         0
HBSch,Pk,A,   1981.00,         0,         0,         0,         0,         0,         0,         0
All,Pk,P,   1982.00,   2766.32,   2611.06,     19.58,   2620.17,    146.15,     75.90,      9.11
All,Pk,A,   1982.00,    889.10,    838.56,      7.06,    838.56,     50.54,     43.49,         0
HBW,Pk,P,   1982.00,    745.39,    731.98,      4.94,    738.60,      6.79,      1.85,      6.61
HBW,Pk,A,   1982.00,     15.13,     14.86,      0.08,     14.86,      0.27,      0.18,         0
HBO,Pk,P,   1982.00,   1658.23,   1573.40,     13.74,   1574.20,     84.03,     70.29,      0.81
HBO,Pk,A,   1982.00,    722.66,    676.72,      6.19,    676.72,     45.94,     39.75,         0
NHB,Pk,P,   1982.00,    151.85,    147.77,      0.81,    147.80,      4.05,      3.24,      0.04
NHB,Pk,A,   1982.00,    151.31,    146.97,      0.78,    146.97,      4.34,      3.56,         0
HBC,Pk,P,   1982.00,     25.00,     23.35,         0,     25.00,         0,         0,      1.65
HBC,Pk,A,   1982.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,   1982.00,    185.85,    134.57,      0.10,    134.57,     51.29,      0.51,         0
HBSch,Pk,A,   1982.00,         0,         0,         0,         0,         0,         0,         0
All,Pk,P,   1983.00,   2638.08,   2469.11,     19.47,   2495.97,    142.11,     63.82,     26.86
All,Pk,A,   1983.00,   1472.35,   1311.90,     10.17,   1311.90,    160.44,     47.91,         0
HBW,Pk,P,   1983.00,    711.57,    695.37,      5.62,    702.41,      9.16,      3.54,      7.04
HBW,Pk,A,   1983.00,    160.62,    157.01,      1.34,    157.01,      3.61,      2.27,         0
HBO,Pk,P,   1983.00,   1460.99,   1391.78,     12.52,   1392.62,     68.37,     55.85,      0.84
HBO,Pk,A,   1983.00,    877.39,    829.43,      7.44,    829.43,     47.96,     40.53,         0
NHB,Pk,P,   1983.00,    239.96,    234.80,      1.26,    234.87,      5.09,      3.83,      0.07
NHB,Pk,A,   1983.00,    240.06,    234.74,      1.24,    234.74,      5.32,      4.08,         0
HBC,Pk,P,   1983.00,    113.00,     94.09,         0,    113.00,         0,         0,     18.91
HBC,Pk,A,   1983.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,   1983.00,    112.56,     53.07,      0.07,     53.07,     59.49,      0.59,         0
HBSch,Pk,A,   1983.00,    194.28,     90.73,      0.15,     90.73,    103.55,      1.03,         0
All,Pk,P,   1984.00,   1196.51,   1113.94,      8.46,   1129.77,     66.74,     37.47,     15.83
All,Pk,A,   1984.00,   1231.35,   1185.43,      9.31,   1185.70,     45.65,     36.34,      0.27
HBW,Pk,P,   1984.00,    264.98,    257.14,      2.22,    259.43,      5.55,      3.33,      2.28
HBW,Pk,A,   1984.00,    258.38,    253.74,      2.15,    253.89,      4.50,      2.34,      0.14
HBO,Pk,P,   1984.00,    526.48,    496.20,      4.49,    496.53,     29.95,     25.46,      0.33
HBO,Pk,A,   1984.00,    652.60,    621.41,      5.49,    621.51,     31.08,     25.60,      0.11
NHB,Pk,P,   1984.00,    319.85,    309.70,      1.68,    309.80,     10.05,      8.37,      0.10
NHB,Pk,A,   1984.00,    320.37,    310.28,      1.67,    310.30,     10.07,      8.40,      0.02
HBC,Pk,P,   1984.00,     40.00,     26.76,      0.03,     39.87,      0.13,      0.10,     13.11
HBC,Pk,A,   1984.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,   1984.00,     45.20,     24.15,      0.03,     24.15,     21.05,      0.21,         0
HBSch,Pk,A,   1984.00,         0,         0,         0,         0,         0,         0,         0
All,Pk,P,   1985.00,   3268.36,   3044.96,     25.32,   3054.95,    213.41,    169.45,      9.99
All,Pk,A,   1985.00,   5151.78,   4911.77,     41.11,   4915.82,    235.96,    193.41,      4.06
HBW,Pk,P,   1985.00,    502.39,    473.76,      6.17,    478.95,     23.44,     17.27,      5.19
HBW,Pk,A,   1985.00,   1263.30,   1229.45,     12.66,   1232.39,     30.92,     18.25,      2.94
HBO,Pk,P,   1985.00,    993.35,    907.51,      9.42,    908.75,     84.60,     75.18,      1.24
HBO,Pk,A,   1985.00,   2159.79,   2041.77,     18.81,   2042.63,    117.16,     98.36,      0.86
NHB,Pk,P,   1985.00,   1714.04,   1626.91,      9.70,   1627.53,     86.51,     76.81,      0.62
NHB,Pk,A,   1985.00,   1719.20,   1632.51,      9.64,   1632.77,     86.43,     76.79,      0.26
HBC,Pk,P,   1985.00,     10.00,      7.06,         0,     10.00,         0,         0,      2.94
HBC,Pk,A,   1985.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,   1985.00,     48.57,     29.72,      0.03,     29.72,     18.86,      0.19,         0
HBSch,Pk,A,   1985.00,      9.49,      8.03,      0.00,      8.03,      1.45,      0.01,         0
All,Pk,P,   1986.00,   1184.46,   1101.25,     11.10,   1113.49,     70.97,     42.54,     12.25
All,Pk,A,   1986.00,   1098.13,    979.35,      7.22,    980.14,    117.99,     28.46,      0.79
HBW,Pk,P,   1986.00,    326.12,    311.88,      3.86,    317.01,      9.11,      5.25,      5.13
HBW,Pk,A,   1986.00,    213.21,    208.38,      1.84,    208.84,      4.37,      2.53,      0.46
HBO,Pk,P,   1986.00,    646.97,    605.84,      6.34,    607.03,     39.94,     33.60,      1.19
HBO,Pk,A,   1986.00,    521.49,    495.19,      4.41,    495.48,     26.01,     21.61,      0.29
NHB,Pk,P,   1986.00,    153.98,    149.57,      0.84,    149.63,      4.35,      3.51,      0.07
NHB,Pk,A,   1986.00,    154.52,    150.16,      0.83,    150.20,      4.32,      3.49,      0.04
HBC,Pk,P,   1986.00,     22.00,     16.10,      0.04,     21.96,      0.04,         0,      5.86
HBC,Pk,A,   1986.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,   1986.00,     35.39,     17.86,      0.02,     17.86,     17.53,      0.18,         0
HBSch,Pk,A,   1986.00,    208.90,    125.62,      0.14,    125.62,     83.28,      0.83,         0
All,Pk,P,   1987.00,   2923.43,   2746.58,     22.83,   2754.89,    168.54,    131.50,      8.31
All,Pk,A,   1987.00,   8060.22,   7793.42,     65.68,   7808.99,    251.23,    185.55,     15.57
HBW,Pk,P,   1987.00,    388.87,    359.60,      5.47,    362.96,     25.91,     20.44,      3.36
HBW,Pk,A,   1987.00,   3324.89,   3251.76,     30.51,   3264.25,     60.65,     30.14,     12.48
HBO,Pk,P,   1987.00,    804.43,    736.86,      7.66,    737.96,     66.48,     58.82,      1.09
HBO,Pk,A,   1987.00,   3063.45,   2932.67,     25.56,   2935.35,    128.11,    102.54,      2.68
NHB,Pk,P,   1987.00,   1661.97,   1599.48,      9.67,   1600.19,     61.78,     52.10,      0.71
NHB,Pk,A,   1987.00,   1671.88,   1608.99,      9.61,   1609.39,     62.48,     52.87,      0.40
HBC,Pk,P,   1987.00,      8.00,      4.85,         0,      8.00,         0,         0,      3.15
HBC,Pk,A,   1987.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,   1987.00,     60.16,     45.78,      0.03,     45.78,     14.38,      0.14,         0
HBSch,Pk,A,   1987.00,         0,         0,         0,         0,         0,         0,         0
All,Pk,P,   1988.00,   2647.14,   2384.94,     25.96,   2433.82,    213.32,    171.46,     48.88
All,Pk,A,   1988.00,   3044.36,   2887.29,     24.77,   2898.97,    145.39,    120.61,     11.68
HBW,Pk,P,   1988.00,    731.53,    669.54,      9.40,    702.46,     29.07,     19.66,     32.92
HBW,Pk,A,   1988.00,    643.30,    617.65,      5.95,    624.57,     18.74,     12.79,      6.92
HBO,Pk,P,   1988.00,   1409.48,   1253.82,     14.17,   1260.74,    148.75,    134.57,      6.91
HBO,Pk,A,   1988.00,   1998.48,   1887.09,     16.49,   1891.52,    106.96,     90.47,      4.42
NHB,Pk,P,   1988.00,    400.29,    380.29,      2.35,    380.88,     19.41,     17.07,      0.60
NHB,Pk,A,   1988.00,    402.57,    382.55,      2.34,    382.89,     19.69,     17.35,      0.34
HBC,Pk,P,   1988.00,     26.00,     17.55,         0,     26.00,         0,         0,      8.45
HBC,Pk,A,   1988.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,   1988.00,     79.84,     63.75,      0.03,     63.75,     16.09,      0.16,         0
HBSch,Pk,A,   1988.00,         0,         0,         0,         0,         0,         0,         0
All,Pk,P,   1989.00,   1812.09,   1694.51,     10.86,   1696.85,    115.23,    103.88,      2.34
All,Pk,A,   1989.00,   4460.15,   4227.51,     32.09,   4238.14,    222.01,    164.92,     10.63
HBW,Pk,P,   1989.00,     11.47,     10.82,      0.11,     11.08,      0.39,      0.28,      0.26
HBW,Pk,A,   1989.00,    674.54,    658.29,      5.91,    665.01,      9.53,      3.62,      6.72
HBO,Pk,P,   1989.00,     34.34,     31.62,      0.23,     31.91,      2.43,      2.20,      0.28
HBO,Pk,A,   1989.00,   1870.54,   1792.59,     15.64,   1795.43,     75.11,     59.47,      2.84
NHB,Pk,P,   1989.00,   1764.23,   1650.52,     10.51,   1652.32,    111.91,    101.40,      1.80
NHB,Pk,A,   1989.00,   1776.37,   1663.22,     10.50,   1664.30,    112.08,    101.58,      1.07
HBC,Pk,P,   1989.00,         0,         0,         0,         0,         0,         0,         0
HBC,Pk,A,   1989.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,   1989.00,      2.04,      1.54,      0.00,      1.54,      0.50,      0.01,         0
HBSch,Pk,A,   1989.00,    138.69,    113.40,      0.04,    113.40,     25.30,      0.25,         0
All,Pk,P,   1990.00,      2.31,      2.27,      0.01,      2.27,      0.04,      0.03,      0.00
All,Pk,A,   1990.00,     23.52,     23.22,      0.12,     23.22,      0.30,      0.18,         0
HBW,Pk,P,   1990.00,         0,         0,         0,         0,         0,         0,         0
HBW,Pk,A,   1990.00,     19.17,     19.03,      0.09,     19.03,      0.15,      0.05,         0
HBO,Pk,P,   1990.00,         0,         0,         0,         0,         0,         0,         0
HBO,Pk,A,   1990.00,      2.08,      1.97,      0.02,      1.97,      0.11,      0.09,         0
NHB,Pk,P,   1990.00,      2.31,      2.27,      0.01,      2.27,      0.04,      0.03,      0.00
NHB,Pk,A,   1990.00,      2.26,      2.22,      0.01,      2.22,      0.04,      0.03,         0
HBC,Pk,P,   1990.00,         0,         0,         0,         0,         0,         0,         0
HBC,Pk,A,   1990.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,   1990.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,A,   1990.00,         0,         0,         0,         0,         0,         0,         0
All,Pk,P,   1991.00,    194.31,    188.22,      0.90,    188.80,      5.52,      3.51,      0.58
All,Pk,A,   1991.00,     88.17,     84.63,      0.65,     84.63,      3.54,      2.89,         0
HBW,Pk,P,   1991.00,     60.40,     59.66,      0.15,     60.17,      0.23,      0.08,      0.51
HBW,Pk,A,   1991.00,      0.46,      0.46,         0,      0.46,         0,         0,         0
HBO,Pk,P,   1991.00,    112.94,    108.95,      0.68,    109.02,      3.92,      3.23,      0.07
HBO,Pk,A,   1991.00,     74.25,     70.96,      0.60,     70.96,      3.29,      2.69,         0
NHB,Pk,P,   1991.00,     13.68,     13.44,      0.05,     13.44,      0.24,      0.19,      0.00
NHB,Pk,A,   1991.00,     13.46,     13.21,      0.05,     13.21,      0.25,      0.20,         0
HBC,Pk,P,   1991.00,         0,         0,         0,         0,         0,         0,         0
HBC,Pk,A,   1991.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,   1991.00,      7.29,      6.16,      0.00,      6.16,      1.12,      0.01,         0
HBSch,Pk,A,   1991.00,         0,         0,         0,         0,         0,         0,         0
All,Pk,P,   1992.00,   1948.02,   1863.05,      9.82,   1870.87,     77.14,     53.77,      7.82
All,Pk,A,   1992.00,    832.36,    775.36,      6.13,    775.36,     56.99,     50.86,         0
HBW,Pk,P,   1992.00,    570.29,    561.39,      1.84,    568.02,      2.27,      0.44,      6.64
HBW,Pk,A,   1992.00,      4.17,      4.17,         0,      4.17,         0,         0,         0
HBO,Pk,P,   1992.00,   1149.85,   1091.62,      7.42,   1092.71,     57.14,     49.72,      1.09
HBO,Pk,A,   1992.00,    692.35,    639.46,      5.60,    639.46,     52.88,     47.28,         0
NHB,Pk,P,   1992.00,    138.01,    133.97,      0.53,    134.00,      4.01,      3.48,      0.03
NHB,Pk,A,   1992.00,    135.84,    131.73,      0.53,    131.73,      4.11,      3.58,         0
HBC,Pk,P,   1992.00,      2.00,      1.93,         0,      2.00,         0,         0,      0.07
HBC,Pk,A,   1992.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,   1992.00,     87.86,     74.14,      0.03,     74.14,     13.72,      0.14,         0
HBSch,Pk,A,   1992.00,         0,         0,         0,         0,         0,         0,         0
All,Pk,P,   1993.00,    561.13,    534.33,      2.98,    536.56,     24.58,     14.68,      2.22
All,Pk,A,   1993.00,    255.34,    240.02,      1.97,    240.02,     15.32,     13.35,         0
HBW,Pk,P,   1993.00,    169.85,    167.00,      0.58,    168.96,      0.89,      0.31,      1.96
HBW,Pk,A,   1993.00,      1.30,      1.30,         0,      1.30,         0,         0,         0
HBO,Pk,P,   1993.00,    327.03,    311.18,      2.21,    311.43,     15.60,     13.39,      0.25
HBO,Pk,A,   1993.00,    212.42,    198.23,      1.80,    198.23,     14.19,     12.39,         0
NHB,Pk,P,   1993.00,     42.05,     40.96,      0.18,     40.97,      1.09,      0.91,      0.01
NHB,Pk,A,   1993.00,     41.62,     40.49,      0.17,     40.49,      1.13,      0.95,         0
HBC,Pk,P,   1993.00,         0,         0,         0,         0,         0,         0,         0
HBC,Pk,A,   1993.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,   1993.00,     22.20,     15.20,      0.01,     15.20,      7.00,      0.07,         0
HBSch,Pk,A,   1993.00,         0,         0,         0,         0,         0,         0,         0
All,Pk,P,   1994.00,    110.50,    106.83,      0.51,    106.86,      3.64,      3.13,      0.03
All,Pk,A,   1994.00,    592.09,    566.75,      4.69,    566.75,     25.33,     20.64,         0
HBW,Pk,P,   1994.00,         0,         0,         0,         0,         0,         0,         0
HBW,Pk,A,   1994.00,    242.44,    238.24,      2.06,    238.24,      4.21,      2.15,         0
HBO,Pk,P,   1994.00,         0,         0,         0,         0,         0,         0,         0
HBO,Pk,A,   1994.00,    240.39,    223.08,      2.14,    223.08,     17.31,     15.17,         0
NHB,Pk,P,   1994.00,    110.50,    106.83,      0.51,    106.86,      3.64,      3.13,      0.03
NHB,Pk,A,   1994.00,    109.25,    105.44,      0.50,    105.44,      3.81,      3.32,         0
HBC,Pk,P,   1994.00,         0,         0,         0,         0,         0,         0,         0
HBC,Pk,A,   1994.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,   1994.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,A,   1994.00,         0,         0,         0,         0,         0,         0,         0
All,Pk,P,   1995.00,         0,         0,         0,         0,         0,         0,         0
All,Pk,A,   1995.00,         0,         0,         0,         0,         0,         0,         0
HBW,Pk,P,   1995.00,         0,         0,         0,         0,         0,         0,         0
HBW,Pk,A,   1995.00,         0,         0,         0,         0,         0,         0,         0
HBO,Pk,P,   1995.00,         0,         0,         0,         0,         0,         0,         0
HBO,Pk,A,   1995.00,         0,         0,         0,         0,         0,         0,         0
NHB,Pk,P,   1995.00,         0,         0,         0,         0,         0,         0,         0
NHB,Pk,A,   1995.00,         0,         0,         0,         0,         0,         0,         0
HBC,Pk,P,   1995.00,         0,         0,         0,         0,         0,         0,         0
HBC,Pk,A,   1995.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,   1995.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,A,   1995.00,         0,         0,         0,         0,         0,         0,         0
All,Pk,P,   1996.00,   5826.86,   5221.41,     41.95,   5318.59,    508.27,    385.28,     97.17
All,Pk,A,   1996.00,   5222.36,   4729.00,     48.21,   4737.18,    485.18,    432.00,      8.18
HBW,Pk,P,   1996.00,   1529.08,   1419.19,     11.90,   1467.14,     61.93,     50.03,     47.96
HBW,Pk,A,   1996.00,   1196.76,   1117.15,     15.06,   1122.58,     74.18,     59.12,      5.44
HBO,Pk,P,   1996.00,   3055.14,   2754.00,     24.91,   2763.70,    291.45,    266.54,      9.70
HBO,Pk,A,   1996.00,   3042.64,   2702.88,     28.14,   2705.25,    337.39,    309.25,      2.37
NHB,Pk,P,   1996.00,    985.75,    911.74,      4.99,    912.86,     72.89,     67.89,      1.13
NHB,Pk,A,   1996.00,    976.97,    908.01,      5.00,    908.38,     68.58,     63.58,      0.38
HBC,Pk,P,   1996.00,     53.00,     14.57,      0.04,     52.96,      0.04,         0,     38.40
HBC,Pk,A,   1996.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,   1996.00,    203.89,    121.93,      0.11,    121.93,     81.96,      0.82,         0
HBSch,Pk,A,   1996.00,      5.99,      0.97,      0.01,      0.97,      5.02,      0.05,         0
All,Pk,P,   1997.00,   2591.73,   2391.58,     17.81,   2414.37,    177.36,    105.32,     22.79
All,Pk,A,   1997.00,    935.02,    858.20,      8.09,    858.20,     76.82,     68.73,         0
HBW,Pk,P,   1997.00,    655.11,    639.12,      4.32,    646.91,      8.20,      3.89,      7.78
HBW,Pk,A,   1997.00,     62.66,     60.35,      0.60,     60.35,      2.31,      1.71,         0
HBO,Pk,P,   1997.00,   1511.79,   1403.78,     12.58,   1405.09,    106.70,     94.13,      1.31
HBO,Pk,A,   1997.00,    723.22,    655.84,      6.70,    655.84,     67.38,     60.68,         0
NHB,Pk,P,   1997.00,    150.18,    142.65,      0.80,    142.69,      7.49,      6.69,      0.04
NHB,Pk,A,   1997.00,    149.14,    142.01,      0.79,    142.01,      7.13,      6.34,         0
HBC,Pk,P,   1997.00,    100.00,     86.23,      0.04,     99.88,      0.12,      0.08,     13.66
HBC,Pk,A,   1997.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,   1997.00,    174.65,    119.80,      0.08,    119.80,     54.85,      0.55,         0
HBSch,Pk,A,   1997.00,         0,         0,         0,         0,         0,         0,         0
All,Pk,P,   1998.00,   1883.35,   1754.45,     14.39,   1761.27,    122.07,     80.07,      6.83
All,Pk,A,   1998.00,    679.30,    623.53,      5.77,    623.53,     55.77,     50.00,         0
HBW,Pk,P,   1998.00,    502.93,    491.00,      3.73,    496.74,      6.19,      2.46,      5.75
HBW,Pk,A,   1998.00,      3.46,      3.46,         0,      3.46,         0,         0,         0
HBO,Pk,P,   1998.00,   1146.73,   1063.94,      9.87,   1064.92,     81.81,     71.93,      0.98
HBO,Pk,A,   1998.00,    561.50,    511.07,      5.16,    511.07,     50.42,     45.26,         0
NHB,Pk,P,   1998.00,    115.05,    109.39,      0.62,    109.42,      5.63,      5.01,      0.03
NHB,Pk,A,   1998.00,    114.34,    109.00,      0.61,    109.00,      5.34,      4.73,         0
HBC,Pk,P,   1998.00,      5.00,      4.43,      0.12,      4.49,      0.51,      0.39,      0.06
HBC,Pk,A,   1998.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,   1998.00,    113.63,     85.69,      0.05,     85.69,     27.94,      0.28,         0
HBSch,Pk,A,   1998.00,         0,         0,         0,         0,         0,         0,         0
All,Pk,P,   1999.00,   3311.67,   3044.56,     24.06,   3057.69,    253.98,    208.53,     13.13
All,Pk,A,   1999.00,   2995.86,   2763.33,     24.88,   2763.33,    232.53,    207.65,         0
HBW,Pk,P,   1999.00,    672.57,    643.47,      5.98,    651.45,     21.13,     15.14,      7.97
HBW,Pk,A,   1999.00,    477.13,    455.76,      5.90,    455.76,     21.38,     15.48,         0
HBO,Pk,P,   1999.00,   1340.08,   1220.10,     11.39,   1221.29,    118.79,    107.40,      1.18
HBO,Pk,A,   1999.00,   1326.52,   1205.95,     12.49,   1205.95,    120.57,    108.08,         0
NHB,Pk,P,   1999.00,   1196.67,   1104.23,      6.53,   1104.57,     92.09,     85.56,      0.35
NHB,Pk,A,   1999.00,   1192.21,   1101.63,      6.49,   1101.63,     90.58,     84.09,         0
HBC,Pk,P,   1999.00,     22.00,     18.05,      0.11,     21.68,      0.32,      0.21,      3.63
HBC,Pk,A,   1999.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,   1999.00,     80.35,     58.71,      0.04,     58.71,     21.65,      0.22,         0
HBSch,Pk,A,   1999.00,         0,         0,         0,         0,         0,         0,         0
All,Pk,P,   2000.00,   1805.21,   1694.38,     12.72,   1701.59,    103.62,     65.80,      7.20
All,Pk,A,   2000.00,    682.94,    635.77,      5.80,    635.77,     47.17,     41.37,         0
HBW,Pk,P,   2000.00,    506.60,    495.54,      3.46,    500.38,      6.22,      2.76,      4.84
HBW,Pk,A,   2000.00,     26.18,     25.45,      0.21,     25.45,      0.72,      0.51,         0
HBO,Pk,P,   2000.00,   1030.62,    963.13,      8.58,    963.71,     66.91,     58.33,      0.58
HBO,Pk,A,   2000.00,    542.65,    501.50,      4.97,    501.50,     41.15,     36.18,         0
NHB,Pk,P,   2000.00,    114.83,    109.71,      0.63,    109.74,      5.09,      4.46,      0.03
NHB,Pk,A,   2000.00,    114.12,    108.82,      0.62,    108.82,      5.30,      4.68,         0
HBC,Pk,P,   2000.00,     53.00,     51.24,         0,     53.00,         0,         0,      1.76
HBC,Pk,A,   2000.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,   2000.00,    100.15,     74.76,      0.05,     74.76,     25.40,      0.25,         0
HBSch,Pk,A,   2000.00,         0,         0,         0,         0,         0,         0,         0
All,Pk,P,   2001.00,    292.44,    276.83,      1.97,    277.50,     14.94,      7.98,      0.66
All,Pk,A,   2001.00,    498.53,    469.26,      3.41,    469.26,     29.27,     12.04,         0
HBW,Pk,P,   2001.00,     60.26,     58.93,      0.42,     59.40,      0.86,      0.44,      0.47
HBW,Pk,A,   2001.00,    130.04,    128.41,      0.95,    128.41,      1.63,      0.69,         0
HBO,Pk,P,   2001.00,    117.41,    111.09,      1.00,    111.12,      6.29,      5.29,      0.03
HBO,Pk,A,   2001.00,    226.59,    215.71,      1.91,    215.71,     10.88,      8.97,         0
NHB,Pk,P,   2001.00,    103.47,    100.70,      0.54,    100.73,      2.74,      2.20,      0.03
