Purpose,Period,PA,TAZID,All,Auto,Bike,Moto,NonM,Walk,tTrn,scenario_id
HBSch,Pk,A,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftP05
All,Pk,P,5,235.1,223.81,1.34,223.81,11.29,7.49,0.0,ShiftP05
All,Pk,A,5,99.44,91.54,0.63,91.54,7.9,7.27,0.0,ShiftP05
HBW,Pk,P,5,54.23,53.63,0.44,53.63,0.59,0.15,0.0,ShiftP05
HBW,Pk,A,5,12.09,11.95,0.03,11.95,0.14,0.11,0.0,ShiftP05
HBO,Pk,P,5,143.12,135.24,0.86,135.24,7.88,7.02,0.0,ShiftP05
HBO,Pk,A,5,73.03,65.61,0.55,65.61,7.42,6.87,0.0,ShiftP05
NHB,Pk,P,5,15.33,14.99,0.04,14.99,0.34,0.3,0.0,ShiftP05
NHB,Pk,A,5,14.32,13.98,0.04,13.98,0.34,0.3,0.0,ShiftP05
HBC,Pk,P,5,6.0,6.0,0.0,6.0,0.0,0.0,0.0,ShiftP05
HBC,Pk,A,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftP05
HBSch,Pk,P,5,16.42,13.94,0.01,13.94,2.49,0.02,0.0,ShiftP05
HBSch,Pk,A,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftP05
All,Pk,P,6,8.74,8.28,0.06,8.29,0.45,0.32,0.01,ShiftP05
All,Pk,A,6,15.53,15.0,0.07,15.0,0.54,0.46,0.0,ShiftP05
HBW,Pk,P,6,2.1,2.06,0.02,2.06,0.04,0.02,0.0,ShiftP05
HBW,Pk,A,6,8.4,8.36,0.02,8.36,0.04,0.02,0.0,ShiftP05
HBO,Pk,P,6,5.23,4.9,0.04,4.9,0.33,0.29,0.01,ShiftP05
HBO,Pk,A,6,6.25,5.77,0.05,5.77,0.48,0.43,0.0,ShiftP05
NHB,Pk,P,6,0.87,0.85,0.0,0.85,0.02,0.01,0.0,ShiftP05
NHB,Pk,A,6,0.88,0.86,0.0,0.86,0.02,0.01,0.0,ShiftP05
HBC,Pk,P,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftP05
HBC,Pk,A,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftP05
HBSch,Pk,P,6,0.54,0.47,0.0,0.47,0.07,0.0,0.0,ShiftP05
HBSch,Pk,A,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftP05
All,Pk,P,7,131.95,122.27,0.8,122.68,9.27,7.4,0.41,ShiftP05
All,Pk,A,7,106.34,98.79,0.59,98.79,7.54,6.95,0.0,ShiftP05
HBW,Pk,P,7,29.45,28.61,0.26,28.69,0.77,0.51,0.08,ShiftP05
HBW,Pk,A,7,34.46,33.84,0.15,33.84,0.62,0.47,0.0,ShiftP05
HBO,Pk,P,7,80.75,73.4,0.51,73.73,7.03,6.52,0.33,ShiftP05
HBO,Pk,A,7,58.61,52.08,0.41,52.08,6.53,6.12,0.0,ShiftP05
NHB,Pk,P,7,14.07,13.68,0.03,13.68,0.39,0.36,0.0,ShiftP05
NHB,Pk,A,7,13.27,12.88,0.03,12.88,0.4,0.36,0.0,ShiftP05
HBC,Pk,P,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftP05
HBC,Pk,A,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftP05
HBSch,Pk,P,7,7.66,6.58,0.0,6.58,1.08,0.01,0.0,ShiftP05
HBSch,Pk,A,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftP05
All,Pk,P,8,252.17,244.13,1.67,244.37,7.8,4.16,0.24,ShiftP05
All,Pk,A,8,159.02,153.24,1.28,153.24,5.78,4.5,0.0,ShiftP05
HBW,Pk,P,8,43.05,42.1,0.56,42.18,0.87,0.31,0.09,ShiftP05
HBW,Pk,A,8,37.79,37.13,0.32,37.13,0.66,0.34,0.0,ShiftP05
HBO,Pk,P,8,112.56,108.12,0.94,108.27,4.29,3.35,0.15,ShiftP05
HBO,Pk,A,8,87.18,82.74,0.79,82.74,4.44,3.65,0.0,ShiftP05
NHB,Pk,P,8,35.69,35.05,0.16,35.05,0.64,0.48,0.0,ShiftP05
NHB,Pk,A,8,34.05,33.38,0.16,33.38,0.67,0.51,0.0,ShiftP05
HBC,Pk,P,8,48.0,48.0,0.0,48.0,0.0,0.0,0.0,ShiftP05
HBC,Pk,A,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftP05
HBSch,Pk,P,8,12.87,10.86,0.0,10.86,2.0,0.02,0.0,ShiftP05
HBSch,Pk,A,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftP05
All,Pk,P,9,52.87,49.33,0.36,49.38,3.5,2.76,0.05,ShiftP05
All,Pk,A,9,157.96,153.85,0.78,153.85,4.11,3.33,0.0,ShiftP05
HBW,Pk,P,9,11.38,10.77,0.14,10.79,0.59,0.45,0.01,ShiftP05
HBW,Pk,A,9,89.67,88.8,0.38,88.8,0.87,0.49,0.0,ShiftP05
HBO,Pk,P,9,29.45,27.05,0.2,27.09,2.36,2.16,0.04,ShiftP05
HBO,Pk,A,9,59.29,56.21,0.37,56.21,3.08,2.7,0.0,ShiftP05
NHB,Pk,P,9,9.35,9.19,0.02,9.19,0.16,0.14,0.0,ShiftP05
NHB,Pk,A,9,9.0,8.84,0.03,8.84,0.16,0.14,0.0,ShiftP05
HBC,Pk,P,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftP05
HBC,Pk,A,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftP05
HBSch,Pk,P,9,2.69,2.31,0.0,2.31,0.38,0.0,0.0,ShiftP05
HBSch,Pk,A,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftP05
All,Pk,P,10,76.81,72.71,0.57,72.78,4.03,2.87,0.08,ShiftP05
All,Pk,A,10,175.46,171.67,1.01,171.67,3.79,2.78,0.0,ShiftP05
HBW,Pk,P,10,16.72,16.04,0.21,16.07,0.65,0.44,0.02,ShiftP05
HBW,Pk,A,10,94.57,93.66,0.48,93.66,0.91,0.42,0.0,ShiftP05
HBO,Pk,P,10,44.56,41.86,0.32,41.92,2.64,2.32,0.05,ShiftP05
HBO,Pk,A,10,69.95,67.21,0.49,67.21,2.74,2.25,0.0,ShiftP05
NHB,Pk,P,10,11.52,11.38,0.03,11.38,0.14,0.11,0.0,ShiftP05
NHB,Pk,A,10,10.94,10.8,0.04,10.8,0.14,0.11,0.0,ShiftP05
HBC,Pk,P,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftP05
HBC,Pk,A,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftP05
HBSch,Pk,P,10,4.01,3.42,0.0,3.42,0.59,0.01,0.0,ShiftP05
HBSch,Pk,A,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftP05
All,Pk,P,11,26.72,26.11,0.16,26.12,0.59,0.19,0.01,ShiftP05
All,Pk,A,11,11.71,11.49,0.06,11.49,0.22,0.15,0.0,ShiftP05
HBW,Pk,P,11,7.51,7.44,0.06,7.45,0.06,0.0,0.01,ShiftP05
HBW,Pk,A,11,1.66,1.66,0.0,1.66,0.0,0.0,0.0,ShiftP05
HBO,Pk,P,11,16.18,15.89,0.1,15.9,0.29,0.18,0.01,ShiftP05
HBO,Pk,A,11,8.66,8.45,0.06,8.45,0.21,0.15,0.0,ShiftP05
NHB,Pk,P,11,1.34,1.33,0.0,1.33,0.01,0.0,0.0,ShiftP05
NHB,Pk,A,11,1.39,1.38,0.0,1.38,0.01,0.0,0.0,ShiftP05
HBC,Pk,P,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftP05
HBC,Pk,A,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftP05
HBSch,Pk,P,11,1.68,1.44,0.0,1.44,0.24,0.0,0.0,ShiftP05
HBSch,Pk,A,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftP05
All,Pk,P,12,60.1,57.94,0.43,58.0,2.1,1.1,0.06,ShiftP05
All,Pk,A,12,25.05,23.9,0.17,23.9,1.15,0.98,0.0,ShiftP05
HBW,Pk,P,12,16.18,15.98,0.16,16.0,0.18,0.02,0.03,ShiftP05
HBW,Pk,A,12,2.07,2.07,0.0,2.07,0.0,0.0,0.0,ShiftP05
HBO,Pk,P,12,36.62,35.28,0.25,35.32,1.3,1.05,0.04,ShiftP05
HBO,Pk,A,12,19.58,18.47,0.15,18.47,1.11,0.96,0.0,ShiftP05
NHB,Pk,P,12,3.33,3.29,0.01,3.29,0.04,0.02,0.0,ShiftP05
NHB,Pk,A,12,3.4,3.36,0.01,3.36,0.04,0.02,0.0,ShiftP05
HBC,Pk,P,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftP05
HBC,Pk,A,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftP05
HBSch,Pk,P,12,3.97,3.39,0.0,3.39,0.58,0.01,0.0,ShiftP05
HBSch,Pk,A,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftP05
All,Pk,P,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftP05
All,Pk,A,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftP05
HBW,Pk,P,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftP05
HBW,Pk,A,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftP05
HBO,Pk,P,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftP05
HBO,Pk,A,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftP05
NHB,Pk,P,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftP05
NHB,Pk,A,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftP05
HBC,Pk,P,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftP05
HBC,Pk,A,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftP05
HBSch,Pk,P,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftP05
HBSch,Pk,A,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftP05
All,Pk,P,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftP05
All,Pk,A,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftP05
HBW,Pk,P,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftP05
HBW,Pk,A,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftP05
HBO,Pk,P,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftP05
HBO,Pk,A,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftP05
NHB,Pk,P,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftP05
NHB,Pk,A,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftP05
HBC,Pk,P,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftP05
HBC,Pk,A,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftP05
HBSch,Pk,P,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftP05
HBSch,Pk,A,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftP05
All,Pk,P,15,25.55,25.29,0.07,25.3,0.24,0.14,0.02,ShiftP05
All,Pk,A,15,356.9,354.5,1.96,354.5,2.4,0.44,0.0,ShiftP05
HBW,Pk,P,15,0.83,0.81,0.01,0.81,0.02,0.01,0.0,ShiftP05
HBW,Pk,A,15,257.88,256.41,1.39,256.41,1.47,0.08,0.0,ShiftP05
HBO,Pk,P,15,2.09,2.02,0.01,2.03,0.06,0.05,0.01,ShiftP05
HBO,Pk,A,15,78.06,77.27,0.52,77.27,0.79,0.28,0.0,ShiftP05
NHB,Pk,P,15,22.41,22.27,0.05,22.28,0.13,0.08,0.01,ShiftP05
NHB,Pk,A,15,20.96,20.82,0.06,20.82,0.14,0.08,0.0,ShiftP05
HBC,Pk,P,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftP05
HBC,Pk,A,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftP05
HBSch,Pk,P,15,0.21,0.18,0.0,0.18,0.03,0.0,0.0,ShiftP05
HBSch,Pk,A,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftP05
All,Pk,P,16,8.71,8.44,0.06,8.44,0.27,0.18,0.0,ShiftP05
All,Pk,A,16,135.52,132.09,1.3,132.09,3.43,2.13,0.0,ShiftP05
HBW,Pk,P,16,0.85,0.81,0.01,0.81,0.04,0.02,0.0,ShiftP05
HBW,Pk,A,16,76.27,75.21,0.75,75.21,1.06,0.31,0.0,ShiftP05
HBO,Pk,P,16,2.0,1.91,0.02,1.91,0.1,0.08,0.0,ShiftP05
HBO,Pk,A,16,53.77,51.52,0.52,51.52,2.25,1.74,0.0,ShiftP05
NHB,Pk,P,16,5.62,5.51,0.03,5.51,0.11,0.08,0.0,ShiftP05
NHB,Pk,A,16,5.48,5.36,0.03,5.36,0.12,0.09,0.0,ShiftP05
HBC,Pk,P,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftP05
HBC,Pk,A,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftP05
HBSch,Pk,P,16,0.23,0.2,0.0,0.2,0.03,0.0,0.0,ShiftP05
HBSch,Pk,A,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftP05
All,Pk,P,17,10.61,10.22,0.09,10.23,0.39,0.18,0.0,ShiftP05
All,Pk,A,17,4.4,4.34,0.03,4.34,0.07,0.04,0.0,ShiftP05
HBW,Pk,P,17,2.91,2.85,0.03,2.85,0.06,0.03,0.0,ShiftP05
HBW,Pk,A,17,0.81,0.81,0.0,0.81,0.0,0.0,0.0,ShiftP05
HBO,Pk,P,17,6.48,6.28,0.05,6.28,0.2,0.15,0.0,ShiftP05
HBO,Pk,A,17,3.11,3.05,0.03,3.05,0.06,0.03,0.0,ShiftP05
NHB,Pk,P,17,0.41,0.41,0.0,0.41,0.01,0.0,0.0,ShiftP05
NHB,Pk,A,17,0.48,0.47,0.0,0.47,0.01,0.0,0.0,ShiftP05
HBC,Pk,P,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftP05
HBC,Pk,A,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftP05
HBSch,Pk,P,17,0.81,0.69,0.0,0.69,0.12,0.0,0.0,ShiftP05
HBSch,Pk,A,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftP05
All,Pk,P,18,64.34,62.12,0.28,62.13,2.22,1.94,0.0,ShiftP05
All,Pk,A,18,951.97,941.23,7.61,941.23,10.74,3.13,0.0,ShiftP05
HBW,Pk,P,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftP05
HBW,Pk,A,18,784.8,778.09,6.34,778.09,6.71,0.37,0.0,ShiftP05
HBO,Pk,P,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftP05
HBO,Pk,A,18,107.23,105.46,0.98,105.46,1.77,0.79,0.0,ShiftP05
NHB,Pk,P,18,64.34,62.12,0.28,62.13,2.22,1.94,0.0,ShiftP05
NHB,Pk,A,18,59.94,57.68,0.29,57.68,2.26,1.97,0.0,ShiftP05
HBC,Pk,P,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftP05
HBC,Pk,A,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftP05
HBSch,Pk,P,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftP05
HBSch,Pk,A,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftP05
All,Pk,P,19,922.19,842.51,8.8,843.56,78.63,44.88,1.05,ShiftP05
All,Pk,A,19,462.35,422.44,3.62,422.59,39.76,36.14,0.15,ShiftP05
HBW,Pk,P,19,209.66,203.06,3.24,203.73,5.93,2.69,0.67,ShiftP05
HBW,Pk,A,19,58.38,57.12,0.24,57.14,1.24,1.0,0.02,ShiftP05
HBO,Pk,P,19,564.54,520.04,5.1,520.4,44.14,39.04,0.36,ShiftP05
HBO,Pk,A,19,327.05,291.87,2.96,291.99,35.06,32.1,0.11,ShiftP05
NHB,Pk,P,19,81.38,78.03,0.43,78.05,3.32,2.89,0.02,ShiftP05
NHB,Pk,A,19,76.92,73.45,0.42,73.46,3.46,3.04,0.01,ShiftP05
HBC,Pk,P,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftP05
HBC,Pk,A,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftP05
HBSch,Pk,P,19,66.62,41.37,0.03,41.37,25.24,0.25,0.0,ShiftP05
HBSch,Pk,A,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftP05
All,Pk,P,20,505.01,462.68,5.11,463.61,41.4,28.85,0.93,ShiftP05
All,Pk,A,20,326.56,294.35,2.62,294.41,32.15,29.53,0.07,ShiftP05
HBW,Pk,P,20,124.74,120.57,2.03,121.19,3.54,1.52,0.62,ShiftP05
HBW,Pk,A,20,35.24,34.43,0.16,34.44,0.8,0.65,0.0,ShiftP05
HBO,Pk,P,20,301.29,273.42,2.77,273.72,27.58,24.81,0.29,ShiftP05
HBO,Pk,A,20,237.68,209.12,2.17,209.17,28.51,26.34,0.05,ShiftP05
NHB,Pk,P,20,56.64,53.88,0.3,53.89,2.75,2.45,0.01,ShiftP05
NHB,Pk,A,20,53.64,50.8,0.3,50.8,2.84,2.54,0.01,ShiftP05
HBC,Pk,P,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftP05
HBC,Pk,A,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftP05
HBSch,Pk,P,20,22.34,14.81,0.01,14.81,7.53,0.08,0.0,ShiftP05
HBSch,Pk,A,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftP05
All,Pk,P,21,41.99,40.53,0.21,40.53,1.46,1.26,0.0,ShiftP05
All,Pk,A,21,552.34,542.94,5.73,542.94,9.4,3.67,0.0,ShiftP05
HBW,Pk,P,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftP05
HBW,Pk,A,21,494.26,487.12,5.34,487.12,7.14,1.8,0.0,ShiftP05
HBO,Pk,P,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftP05
HBO,Pk,A,21,19.22,18.46,0.19,18.46,0.76,0.57,0.0,ShiftP05
NHB,Pk,P,21,41.99,40.53,0.21,40.53,1.46,1.26,0.0,ShiftP05
NHB,Pk,A,21,38.86,37.35,0.21,37.35,1.51,1.3,0.0,ShiftP05
HBC,Pk,P,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftP05
HBC,Pk,A,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftP05
HBSch,Pk,P,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftP05
HBSch,Pk,A,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftP05
All,Pk,P,22,7.05,6.6,0.07,6.6,0.45,0.31,0.0,ShiftP05
All,Pk,A,22,15.37,14.94,0.16,14.94,0.44,0.28,0.0,ShiftP05
HBW,Pk,P,22,1.54,1.45,0.02,1.45,0.09,0.06,0.0,ShiftP05
HBW,Pk,A,22,11.97,11.73,0.13,11.73,0.24,0.11,0.0,ShiftP05
HBO,Pk,P,22,3.93,3.69,0.04,3.69,0.24,0.21,0.0,ShiftP05
HBO,Pk,A,22,2.3,2.15,0.02,2.15,0.15,0.13,0.0,ShiftP05
NHB,Pk,P,22,1.11,1.06,0.01,1.06,0.05,0.04,0.0,ShiftP05
NHB,Pk,A,22,1.1,1.05,0.01,1.05,0.05,0.04,0.0,ShiftP05
HBC,Pk,P,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftP05
HBC,Pk,A,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftP05
HBSch,Pk,P,22,0.47,0.4,0.0,0.4,0.07,0.0,0.0,ShiftP05
HBSch,Pk,A,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftP05
All,Pk,P,23,14.66,13.35,0.14,13.35,1.3,0.78,0.0,ShiftP05
All,Pk,A,23,68.73,65.14,0.83,65.15,3.58,2.75,0.01,ShiftP05
HBW,Pk,P,23,2.59,2.42,0.05,2.42,0.17,0.12,0.0,ShiftP05
HBW,Pk,A,23,47.66,46.03,0.65,46.04,1.62,0.97,0.01,ShiftP05
HBO,Pk,P,23,6.98,6.4,0.07,6.4,0.58,0.51,0.0,ShiftP05
HBO,Pk,A,23,16.99,15.21,0.16,15.21,1.78,1.61,0.0,ShiftP05
NHB,Pk,P,23,4.29,4.12,0.03,4.12,0.17,0.14,0.0,ShiftP05
NHB,Pk,A,23,4.08,3.9,0.03,3.9,0.18,0.16,0.0,ShiftP05
HBC,Pk,P,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftP05
HBC,Pk,A,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftP05
HBSch,Pk,P,23,0.79,0.4,0.0,0.4,0.39,0.0,0.0,ShiftP05
HBSch,Pk,A,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftP05
All,Pk,P,24,530.89,466.43,5.26,467.11,63.77,37.54,0.69,ShiftP05
All,Pk,A,24,234.05,207.72,1.83,207.8,26.25,24.42,0.08,ShiftP05
HBW,Pk,P,24,123.78,118.24,2.02,118.65,5.13,3.11,0.41,ShiftP05
HBW,Pk,A,24,26.63,26.36,0.05,26.37,0.26,0.21,0.0,ShiftP05
HBO,Pk,P,24,333.19,297.45,3.03,297.65,35.54,32.52,0.2,ShiftP05
HBO,Pk,A,24,175.35,151.3,1.59,151.37,23.97,22.38,0.07,ShiftP05
NHB,Pk,P,24,33.96,32.07,0.19,32.07,1.89,1.7,0.01,ShiftP05
NHB,Pk,A,24,32.07,30.05,0.19,30.06,2.01,1.82,0.01,ShiftP05
HBC,Pk,P,24,4.0,3.93,0.0,4.0,0.0,0.0,0.07,ShiftP05
HBC,Pk,A,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftP05
HBSch,Pk,P,24,35.96,14.74,0.03,14.74,21.22,0.21,0.0,ShiftP05
HBSch,Pk,A,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ShiftP05
All,Pk,P,25,1228.63,1055.4,12.17,1060.65,167.97,105.81,5.25,ShiftP05
All,Pk,A,25,896.06,679.71,6.5,680.47,215.59,84.12,0.76,ShiftP05
HBW,Pk,P,25,263.81,246.71,4.55,248.63,15.18,10.63,1.92,ShiftP05
HBW,Pk,A,25,158.52,148.4,1.49,148.73,9.8,8.31,0.33,ShiftP05
HBO,Pk,P,25,751.47,657.2,6.86,658.3,93.17,86.31,1.1,ShiftP05
HBO,Pk,A,25,471.51,400.95,4.19,401.32,70.19,66.0,0.37,ShiftP05
NHB,Pk,P,25,128.23,119.08,0.7,119.16,9.07,8.37,0.08,ShiftP05
NHB,Pk,A,25,121.53,112.23,0.68,112.29,9.24,8.55,0.07,ShiftP05
